Winner,Hard
Alcaraz C.,7
Ruud C.,6
Tiafoe F.,5
Khachanov K.,5
Kyrgios N.,4
Rublev A.,4
Berrettini M.,4
Sinner J.,4
Ivashka I.,3
Moutet C.,3
Medvedev D.,3
Carreno Busta P.,3
Cilic M.,3
Nadal R.,3
Davidovich Fokina A.,3
Norrie C.,3
Rune H.,2
Wu Y.,2
Paul T.,2
Brooksby J.,2
Nakashima B.,2
Murray A.,2
Gasquet R.,2
Galan D.E.,2
Musetti L.,2
Shapovalov D.,2
Evans D.,2
Wolf J.J.,2
Cachin P.,2
Draper J.,2
Schwartzman D.,2
De Minaur A.,2
Thompson J.,1
Van Rijthoven T.,1
Van De Zandschulp B.,1
Bonzi B.,1
Nava E.,1
Popyrin A.,1
Sousa J.,1
Ramos-Vinolas A.,1
Rinderknech A.,1
Tabilo A.,1
Borges N.,1
Monteiro T.,1
Fognini F.,1
Brouwer G.,1
Bublik A.,1
Carballes Baena R.,1
Coria F.,1
Coric B.,1
Dimitrov G.,1
Duckworth J.,1
Eubanks C.,1
Fucsovics M.,1
Kwon S.W.,1
Garin C.,1
Grenier H.,1
Holt B.,1
Hurkacz H.,1
Isner J.,1
Kecmanovic M.,1
Auger-Aliassime F.,1
Korda S.,1
Kubler J.,1
