Winner,Hard
Fritz T.,6
Nadal R.,5
Alcaraz C.,4
Kyrgios N.,4
Rublev A.,4
Kecmanovic M.,4
Norrie C.,3
Brooksby J.,3
Dimitrov G.,3
Monfils G.,2
Opelka R.,2
Paul T.,2
Johnson S.,2
Isner J.,2
Hurkacz H.,2
Munar J.,2
Van De Zandschulp B.,2
Sinner J.,2
De Minaur A.,2
Berrettini M.,2
Bonzi B.,2
Ruusuvuori E.,1
Tiafoe F.,1
Tsitsipas S.,1
Nakashima B.,1
Otte O.,1
Thompson J.,1
Musetti L.,1
Querrey S.,1
Sock J.,1
Rune H.,1
Shapovalov D.,1
Schwartzman D.,1
Ruud C.,1
Martinez P.,1
Murray A.,1
Fognini F.,1
Basilashvili N.,1
Bautista Agut R.,1
Bublik A.,1
Coria F.,1
Davidovich Fokina A.,1
Djere L.,1
Eubanks C.,1
Evans D.,1
Harris L.,1
Millman J.,1
Koepfer D.,1
Korda S.,1
Krajinovic F.,1
Machac T.,1
Majchrzak K.,1
Bagnis F.,1
Mcdonald M.,1
Medvedev D.,1
Wolf J.J.,1
