,player,passed_at_net,net_pts,passing_shot
0,Andre Agassi,13,64,20.3125
1,Patrick Rafter,12,61,19.672131147540984
2,Andy Roddick,18,98,18.367346938775512
3,Marat Safin,9,49,18.367346938775512
4,Juan Carlos Ferrero,7,44,15.909090909090908
5,Carlos Moya,8,54,14.814814814814813
6,Gaston Gaudio,5,35,14.285714285714285
7,Boris Becker,19,145,13.10344827586207
8,Roger Federer,37,401,9.226932668329177
9,Lleyton Hewitt,13,156,8.333333333333332
