Winner,Hard
Wozniacki C.,41
Pliskova Ka.,37
Goerges J.,34
Svitolina E.,32
Pavlyuchenkova A.,31
Muguruza G.,30
Garcia C.,30
Strycova B.,30
Peng S.,29
Williams V.,26
Safarova L.,25
Kasatkina D.,22
Cibulkova D.,22
Barty A.,22
Konta J.,21
Halep S.,21
Gavrilova D.,21
Makarova E.,21
Kerber A.,21
Radwanska A.,20
Ostapenko J.,20
Vesnina E.,20
Cornet A.,20
Babos T.,19
Vandeweghe C.,19
Wang Q.,18
Mertens E.,18
Zhang S.,18
Kuznetsova S.,17
Sevastova A.,16
Puig M.,15
Stephens S.,15
Keys M.,15
Cirstea S.,15
Putintseva Y.,14
Davis L.,14
Mchale C.,13
Osaka N.,13
Pliskova Kr.,13
Rogers S.,12
Siniakova K.,12
Witthoeft C.,12
Mladenovic K.,12
Niculescu M.,11
Lucic-Baroni M.,11
Krunic A.,11
Suarez Navarro C.,11
Hibino N.,11
Kvitova P.,11
Sharapova M.,11
Konjuh A.,11
Stosur S.,10
Lepchenko V.,10
Linette M.,10
Parmentier P.,10
Duan Y.Y.,10
Rybarikova M.,10
Vikhlyantseva N.,10
Sakkari M.,9
Kontaveit A.,9
Riske A.,9
Petkovic A.,9
Sasnovich A.,9
Brady J.,9
Tsurenko L.,9
Vekic D.,9
Bondarenko K.,9
Dodin O.,9
Sabalenka A.,8
Haddad Maia B.,8
Han X.,8
Williams S.,8
Sorribes Tormo S.,8
Flipkens K.,8
Wickmayer Y.,8
Nara K.,8
Ozaki R.,8
Bellis C.,8
Rodina E.,7
Maria T.,7
Vinci R.,7
Cepede Royg V.,7
Bouchard E.,7
Golubic V.,7
Van Uytvanck A.,7
Bertens K.,7
Larsson J.,7
Errani S.,7
Fett J.,7
Gibbs N.,7
Giorgi C.,7
Begu I.,6
Watson H.,6
Zhu L.,6
Barthel M.,6
Arruabarrena L.,6
Vondrousova M.,6
Minella M.,6
Wang Yaf.,5
Kozlova K.,5
Cabrera L.,5
Beck A.,5
Voegele S.,5
Kato M.,5
Broady N.,5
Brengle M.,5
Jabeur O.,5
Hsieh S.W.,5
Diyas Z.,5
Doi M.,4
Cepelova J.,4
Zheng S.,4
Vickery S.,4
Tomljanovic A.,4
Alexandrova E.,4
Bacsinszky T.,4
Jankovic J.,4
Kanepi K.,4
Kumkhum L.,4
Townsend T.,3
Tig P.M.,3
Zhang K.L.,3
Rodionova Ar.,3
Abanda F.,3
Zvonareva V.,3
Boserup J.,3
Day K.,3
Allertova D.,3
Dolehide C.,3
Andreescu B.,3
Lisicki S.,3
Bencic B.,3
Mattek-Sands B.,3
Hogenkamp R.,3
Kenin S.,3
Buzarnescu M.,3
Hradecka L.,3
Duque-Marino M.,2
Falconi I.,2
Chang K.C.,2
Kovinic D.,2
Peterson R.,2
Bogdan A.,2
Blinkova A.,2
Ahn K.,2
Lapko V.,2
Hon P.,2
Lu J.J,2
Stojanovic N.,2
Martincova T.,2
Kerkhove L.,2
Min G.,1
Fourlis J.,1
Han N.L.,1
Stollar F.,1
Teichmann J.B.,1
Cako J.,1
Erakovic M.,1
Tomova V.,1
Crawford S.,1
Chirico L.,1
Voskoboeva G.,1
Wang X.,1
Xun F.Y.,1
Aiava D.,1
Soylu I.,1
Kuzmova V.,1
King V.,1
Hozumi E.,1
Korpatsch T.,1
Khromacheva I.,1
Pironkova T.,1
Kucova K.,1
Rus A.,1
Kalinskaya A.,1
Liu F.,1
Jakupovic D.,1
Podoroska N.,1
Shvedova Y.,1
Siegemund L.,1
Muhammad A.,1
Sharipova S.,1
Krejsova P.,0
Buyukakcay C.,0
Burger C.,0
Aksu A.,0
Yastremska D.,0
Zaja A.,0
Paquet C.,0
Azarenka V.,0
Martic P.,0
Krejcikova B.,0
Lottner A.,0
Kulichkova E.,0
Soler-Espinosa S.,0
Cadantu A.,0
Kostova E.,0
Hesse A.,0
Cristian J.,0
Dabrowski G.,0
Rodionova An.,0
Dulgheru A.,0
Ruse E.G.,0
Eraydin B.,0
Schiavone F.,0
Schnyder P.,0
Haas B.,0
Hlavackova A.,0
Hantuchova D.,0
Sramkova R.,0
Hercog P.,0
