,player,passed_at_net,net_pts,passing_shot
0,Boris Becker,65,420,15.476190476190476
1,Alexander Zverev,79,512,15.4296875
2,Hubert Hurkacz,72,475,15.157894736842106
3,Mats Wilander,68,497,13.682092555331993
4,Novak Djokovic,136,1020,13.333333333333334
5,Ivan Lendl,61,458,13.318777292576419
6,Stefan Edberg,141,1145,12.314410480349345
7,John Mcenroe,57,465,12.258064516129032
8,Roger Federer,130,1271,10.22816679779701
9,Rafael Nadal,59,614,9.609120521172638
