,player,passed_at_net,net_pts,passing_shot
0,Elise Mertens,4,21,19.047619047619047
1,Sorana Cirstea,9,51,17.647058823529413
2,Karolina Muchova,4,23,17.391304347826086
3,Fernanda Contreras Gomez,3,20,15.0
4,Tatjana Maria,4,29,13.793103448275861
5,Maria Sakkari,3,25,12.0
6,Petra Martic,3,26,11.538461538461538
7,Elena Rybakina,6,57,10.526315789473683
8,Bianca Andreescu,5,53,9.433962264150944
9,Petra Kvitova,2,28,7.142857142857142
