,player,pts_won,net_pts,net_efficiency
0,Feliciano Lopez,96,116,82.75862068965517
1,Samuel Groth,83,107,77.57009345794393
2,Jan Lennard Struff,98,129,75.96899224806202
3,Andy Murray,61,89,68.53932584269663
4,Dustin Brown,168,248,67.74193548387096
5,Roger Federer,114,174,65.51724137931035
6,Hubert Hurkacz,57,90,63.33333333333333
7,Mischa Zverev,55,87,63.2183908045977
8,Nick Kyrgios,62,99,62.62626262626263
9,Lorenzo Musetti,59,96,61.458333333333336
