,player,passed_at_net,net_pts,passing_shot
0,Leander Paes,19,78,24.358974358974358
1,Thomas Muster,15,69,21.73913043478261
2,Tim Henman,13,64,20.3125
3,Stefan Edberg,84,420,20.0
4,Pete Sampras,38,237,16.033755274261605
5,Andre Agassi,27,169,15.976331360946746
6,Michael Stich,10,89,11.235955056179774
7,Boris Becker,14,127,11.023622047244094
8,Michael Chang,10,91,10.989010989010989
9,Yevgeny Kafelnikov,7,74,9.45945945945946
