Winner,Hard
Wozniacki C.,42
Williams S.,41
Ivanovic A.,39
Pliskova Ka.,36
Makarova E.,30
Kerber A.,30
Radwanska A.,28
Sharapova M.,28
Suarez Navarro C.,28
Svitolina E.,27
Muguruza G.,27
Williams V.,27
Cornet A.,26
Kvitova P.,26
Cibulkova D.,24
Pennetta F.,24
Halep S.,23
Stosur S.,23
Li N.,22
Safarova L.,22
Jankovic J.,22
Pavlyuchenkova A.,21
Lepchenko V.,20
Peng S.,19
Zahlavova Strycova B.,19
Lisicki S.,19
Dellacqua C.,19
Niculescu M.,18
Riske A.,17
Petkovic A.,17
Flipkens K.,17
Errani S.,16
Bouchard E.,16
Kuznetsova S.,15
Beck A.,15
Jovanovski B.,15
Diyas Z.,15
Pironkova T.,15
Nara K.,15
Knapp K.,14
Keys M.,14
Azarenka V.,14
Zakopalova K.,13
Rybarikova M.,13
Mladenovic K.,13
Giorgi C.,13
Vandeweghe C.,13
Davis L.,13
Vekic D.,11
Vinci R.,11
Barthel M.,11
Stephens S.,11
Voegele S.,10
Bencic B.,10
Cepelova J.,10
Cirstea S.,10
Lucic M.,10
Kanepi K.,10
Puig M.,9
Mchale C.,9
Schiavone F.,9
Tomljanovic A.,9
Goerges J.,9
Garcia C.,9
Wickmayer Y.,8
Rogers S.,8
Erakovic M.,8
Mayr P.,7
Zhang S.,7
Bacsinszky T.,7
King V.,7
Vesnina E.,7
Date Krumm K.,7
Konjuh A.,6
Kleybanova A.,6
Zheng J.,6
Meusburger Y.,6
Begu I.,6
Shvedova Y.,6
Hantuchova D.,6
Van Uytvanck A.,6
Hsieh S.W.,6
Zheng S.,6
Hlavackova A.,6
Friedsam A.L.,5
Dulgheru A.,5
Peer S.,5
Gajdosova J.,5
Larsson J.,5
Gibbs N.,5
Kumkhum L.,5
Govortsova O.,5
Bertens K.,5
Siniakova K.,4
Kudryavtseva A.,4
Doi M.,4
Krunic A.,4
Brengle M.,4
Koukalova K.,4
Jaksic J.,4
Watson H.,4
Parmentier P.,4
Cetkovska P.,4
Torro Flor M.T.,4
Wozniak A.,4
Schmiedlova A.,3
Putintseva Y.,3
Radwanska U.,3
Morita A.,3
Zhu L.,3
Scheepers C.,3
Oprandi R.,3
Mattek-Sands B.,3
Kirilenko M.,3
Abduraimova N.,3
Allertova D.,3
Cabeza-Candela E.,3
Zhang K.L.,3
Wang Y.,3
Hercog P.,3
Hradecka L.,3
Pliskova Kr.,3
Tsurenko L.,3
Townsend T.,3
Hampton J.,3
Soler Espinosa S.,3
Kovinic D.,3
Buyukakcay C.,2
Osaka N.,2
Pervak K.,2
Razzano V.,2
Dolonc V.,2
Duan Y.Y.,2
Boserup J.,2
Eguchi M.,2
Fichman S.,2
Amanmuradova A.,2
Zhang L.,2
Malek T.,2
Rogowska O.,2
Ormaechea P.,2
Voskoboeva G.,2
Linette M.,2
Vickery S.,2
Ishizu S.,2
Majeric T.,2
Karatantcheva S.,2
Cadantu A.,2
Sasnovich A.,2
Babos T.,2
Kichenok L.,2
Diatchenko V.,2
Xu Y.F.,1
Savchuk O.,1
Soler Espinosa S..,1
Rodionova An.,1
Zhao C.,1
Sanders S.,1
Wang Q.,1
Zvonareva V.,1
Piter K.,1
Glushko J.,1
Kozlova K.,1
Pfizenmaier D.,1
Kichenok N.,1
Jabeur O.,1
Hozumi E.,1
Han N.L.,1
Golubic V.,1
Gavrilova D.,1
Kulichkova E.,1
Gatto-Monticone G.,1
Falconi I.,1
Chan Y.J.,1
Bellis C.,1
Barty A.,1
Arruabarrena L.,1
Aoyama S.,1
Krejcikova B.,1
Kiick A.,1
Muhammad A.,1
Lim A.,1
Ostapenko J.,1
Kuwata H.,1
Minella M.,1
Min G.,1
Martic P.,1
Panova A.,1
Liu F.,1
Oudin M.,1
Pereira T.,1
Lertpitaksinchai N.,1
Peterson R.,1
Petrova N.,1
Burnett N.,0
Broady N.,0
Duval V.,0
Cepede Royg V.,0
Bogdan A.,0
Paszek T.,0
Dabrowski G.,0
Dinu C.,0
Dominguez Lino L.,0
Duque Marino M.,0
Zanevska M.,0
Siegemund L.,0
Feuerstein C.,0
Garcia Vidagany B.,0
Moser L.M.,0
Hogenkamp R.,0
Irigoyen M.,0
Lizarazo Y.,0
Khromacheva I.,0
Konta J.,0
Kontaveit A.,0
Kostova E.,0
Shapatava S.,0
Krajicek M.,0
Kucova K.,0
Smitkova T.,0
Larcherde Brito M.,0
