Winner,Hard
Djokovic N.,7
Medvedev D.,6
Alcaraz C.,5
Shelton B.,5
Tiafoe F.,4
Rublev A.,4
Fritz T.,4
Zverev A.,4
Hijikata R.,3
Draper J.,3
Sinner J.,3
Stricker D.,3
Arnaldi M.,3
Gojo B.,3
Paul T.,3
De Minaur A.,3
Jarry N.,2
Dimitrov G.,2
Norrie C.,2
Rinderknech A.,2
Mmoh M.,2
Davidovich Fokina A.,2
Bonzi B.,2
Baez S.,2
Mannarino A.,2
Karatsev A.,2
Mensik J.,2
Djere L.,2
Zhang Zh.,2
Vesely J.,2
Evans D.,2
Wawrinka S.,2
Thiem D.,1
Sonego L.,1
Wu Y.,1
Ofner S.,1
Tsitsipas S.,1
Van De Zandschulp B.,1
Safiullin R.,1
Varillas J.P.,1
Ruud C.,1
Berrettini M.,1
Zapata Miralles B.,1
Cerundolo J.M.,1
O Connell C.,1
Murray A.,1
Cerundolo F.,1
Droguet T.,1
Etcheverry T.,1
Eubanks C.,1
Fils A.,1
Carballes Baena R.,1
Fucsovics M.,1
Gaston H.,1
Harris L.,1
Hsu Y.,1
Hurkacz H.,1
Isner J.,1
Altmaier D.,1
Mcdonald M.,1
Meligeni Alves F.,1
Michelsen A.,1
Monfils G.,1
Marozsan F.,1
