Winner,Hard
Nadal R.,7
Djokovic N.,6
Wawrinka S.,5
Gasquet R.,5
Youzhny M.,4
Robredo T.,4
Ferrer D.,4
Murray A.,4
Granollers M.,3
Tipsarevic J.,3
Berdych T.,3
Kohlschreiber P.,3
Raonic M.,3
Istomin D.,3
Federer R.,3
Hewitt L.,3
Mayer F.,2
Mannarino A.,2
Baghdatis M.,2
Lopez F.,2
Kukushkin M.,2
Isner J.,2
Haas T.,2
Tursunov D.,2
Benneteau J.,2
Sousa J.,2
Sock J.,2
Evans D.,2
Smyczek T.,2
Donskoy E.,2
Seppi A.,2
Dodig I.,2
Tomic B.,1
Nieminen J.,1
Querrey S.,1
Sela D.,1
Roger-Vasselin E.,1
Ram R.,1
Rufin G.,1
Monfils G.,1
Robert S.,1
Young D.,1
Anderson K.,1
Mayer L.,1
Devvarman S.,1
Bautista R.,1
Becker B.,1
Berlocq C.,1
Bogomolov A.,1
Chardy J.,1
Dancevic F.,1
Davydenko N.,1
Del Potro J.M.,1
Dolgopolov O.,1
Lu Y.H.,1
Dutra Silva R.,1
Gojowczyk P.,1
Gonzalez M.,1
Haider-Maurer A.,1
Kamke T.,1
Andujar P.,1
Klahn B.,1
Kudla D.,1
Karlovic I.,1
