,player,pts_won,net_pts,net_efficiency
0,Dominic Thiem,77,97,79.38144329896907
1,Rafael Nadal,172,224,76.78571428571429
2,Grigor Dimitrov,59,78,75.64102564102564
3,Hubert Hurkacz,151,203,74.38423645320196
4,Novak Djokovic,64,89,71.91011235955057
5,Roger Federer,221,309,71.52103559870551
6,Alexander Zverev,88,128,68.75
7,John Isner,45,67,67.16417910447761
8,Andy Murray,47,71,66.19718309859155
9,Ivan Ljubicic,51,79,64.55696202531645
