Winner,Hard
Djokovic N.,43
Blake J.,38
Federer R.,38
Roddick A.,36
Ferrer D.,35
Murray A.,32
Haas T.,30
Davydenko N.,28
Nadal R.,28
Karlovic I.,26
Robredo T.,25
Gasquet R.,24
Ljubicic I.,24
Hewitt L.,21
Fish M.,21
Youzhny M.,20
Gonzalez F.,19
Lopez F.,19
Verdasco F.,18
Del Potro J.M.,18
Berdych T.,18
Stepanek R.,18
Chela J.I.,17
Johansson T.,17
Moya C.,17
Nalbandian D.,17
Baghdatis M.,16
Spadea V.,16
Querrey S.,16
Mathieu P.H.,16
Nieminen J.,15
Kiefer N.,15
Lee H.T.,15
Becker B.,14
Melzer J.,14
Tursunov D.,14
Koubek S.,14
Wawrinka S.,13
Benneteau J.,13
Santoro F.,13
Rochus O.,13
Canas G.,13
Simon G.,13
Safin M.,13
Korolev E.,12
Monaco J.,12
Dancevic F.,11
Ancic M.,11
Kunitsyn I.,11
Mahut N.,10
Ferrero J.C.,10
Soderling R.,10
Mayer F.,10
Kohlschreiber P.,10
Clement A.,10
Malisse X.,10
Almagro N.,9
Ginepri R.,9
Capdeville P.,8
Goldstein P.,8
Serra F.,8
Isner J.,8
Gabashvili T.,8
Llodra M.,7
Russell M.,7
Grosjean S.,7
Schuettler R.,7
Seppi A.,7
Garcia-Lopez G.,7
Calleri A.,7
Andreev I.,7
Bjorkman J.,6
Hrbaty D.,6
Monfils G.,6
Delic A.,6
Berrer M.,6
Hernych J.,6
Lu Y.H.,6
Haase R.,5
Acasuso J.,5
Sela D.,5
Guccione C.,5
Falla A.,5
Tsonga J.W.,5
Gicquel M.,5
Bracciali D.,4
Pashanski B.,4
Odesnik W.,4
Fleishman Z.,4
Phau B.,4
Horna L.,4
Mirnyi M.,4
Tipsarevic J.,4
Sanguinetti D.,4
Moodie W.,4
Kendrick R.,4
Bolelli S.,3
Pless K.,3
Vliegen K.,3
Nishikori K.,3
Pavel A.,3
Navarro-Pastor I.,3
Mello R.,3
Young D.,3
Zverev M.,3
de Voest R.,3
Cilic M.,3
Gulbis E.,3
Udomchoke D.,3
Fognini F.,3
Kim K.,3
Johansson J.,3
Lapentti N.,2
Montanes A.,2
Henman T.,2
Zib T.,2
Greul S.,2
Arthurs W.,2
Meffert D.,2
Wang Y.T.,2
Kuznetsov A.,2
Luczak P.,2
Troicki V.,2
Vanek J.,2
Starace P.,1
Smeets R.,1
Ryderstedt M.,1
Saulnier C.,1
Ramirez-Hidalgo R.,1
Prpic F.,1
Sweeting R.,1
Sluiter R.,1
Vassallo-Arguello M.,1
Volandri F.,1
Whitehouse W.,1
Rastogi K.,1
Warburg S.,1
Rehnquist B.,1
Petzschner P.,1
Srichaphan P.,1
Stadler S.,1
Rochus C.,1
Lindahl N.,1
Muller G.,1
Levine J.,1
Bastl G.,1
Bozoljac I.,1
Chiudinelli M.,1
Devilder N.,1
Dlouhy L.,1
El Aynaoui Y.,1
Galvani S.,1
Gaudio G.,1
Gimelstob J.,1
Gregorc L.,1
Healey N.,1
Jones A.,1
Klizan M.,1
van Scheppingen D.,1
Matsui T.,1
Martin A.,1
Massu N.,1
Minar I.,1
Luzzi F.,1
Portas A.,0
Brzezicki J.P.,0
Cakl T.,0
Vacek J.,0
Ulihrach B.,0
Cipolla F.,0
Ventura S.,0
Darcis S.,0
De Bakker T.,0
Norman D.,0
Summerer T.,0
Dupuis A.,0
Vemic D.,0
Brands D.,0
Economidis K.,0
Matsukevitch D.,0
Bogdanovic A.,0
Berlocq C.,0
Waske A.,0
Baker J.,0
Wessels P.,0
Bachinger M.,0
Ascione T.,0
Armando H.,0
Zabaleta M.,0
Andujar P.,0
Amritraj P.,0
Alves T.,0
di Mauro A.,0
Stepanek M.,0
Eitzinger R.,0
Przysiezny M.,0
Eschauer W.,0
Ledovskikh M.,0
Qureshi A.,0
Kuerten G.,0
Koellerer D.,0
Recouderc L.,0
Allegro Y.,0
Riba P.,0
Karanusic R.,0
Lorenzi P.,0
Jenkins S.,0
Hernandez O.,0
Roger-Vasselin E.,0
Roitman S.,0
Peya A.,0
Hartfield D.,0
Hanescu V.,0
Hajek J.,0
Guzman J.P.,0
Saoudi S.,0
Saretta F.,0
Guccione A.,0
Schukin Y.,0
Granollers M.,0
Montcourt M.,0
Mantilla F.,0
Gil F.,0
Gensse A.,0
Patience O.,0
Marach O.,0
Golubev A.,0
