Winner,Clay
Nadal R.,31
Monaco J.,28
Moya C.,25
Almagro N.,23
Montanes A.,22
Starace P.,21
Andreev I.,21
Chela J.I.,21
Ferrero J.C.,20
Canas G.,19
Ferrer D.,19
Volandri F.,18
Robredo T.,18
Simon G.,18
Federer R.,16
Djokovic N.,16
Mathieu P.H.,16
Calleri A.,14
Davydenko N.,14
Horna L.,13
Vassallo-Arguello M.,13
Massu N.,13
Kohlschreiber P.,13
Acasuso J.,13
Youzhny M.,13
Monfils G.,12
Gasquet R.,12
Berdych T.,12
Hartfield D.,11
Seppi A.,10
Hewitt L.,10
Berlocq C.,10
Roitman S.,10
Hernandez O.,9
Verdasco F.,9
Zabaleta M.,9
Gonzalez F.,8
Ramirez-Hidalgo R.,8
Gicquel M.,8
Soderling R.,8
Baghdatis M.,8
Hanescu V.,7
Melzer J.,7
Navarro-Pastor I.,7
Vliegen K.,7
Devilder N.,7
Spadea V.,6
Lapentti N.,6
Patience O.,6
Koubek S.,6
Eschauer W.,6
Nalbandian D.,6
Nieminen J.,6
Karlovic I.,6
Pavel A.,6
Darcis S.,6
Gaudio G.,5
Vanek J.,5
Stepanek R.,5
Wawrinka S.,5
Blake J.,5
Korolev E.,5
Ljubicic I.,5
Lopez F.,5
Grosjean S.,4
Haase R.,4
di Mauro A.,4
Serra F.,4
Garcia-Lopez G.,4
Safin M.,4
Ventura S.,4
Saretta F.,4
Pashanski B.,4
Mayer F.,4
Benneteau J.,4
Schukin Y.,4
Martin A.,4
Bjorkman J.,4
Bolelli S.,3
Johansson T.,3
Andujar P.,3
Tipsarevic J.,3
Troicki V.,3
Lee H.T.,3
Hrbaty D.,3
Clement A.,3
Tursunov D.,3
Becker B.,3
Roddick A.,3
Rochus O.,3
Dlouhy L.,3
Russell M.,3
Roger-Vasselin E.,3
Ascione T.,2
Sluiter R.,2
Recouderc L.,2
Llodra M.,2
Portas A.,2
Pless K.,2
Armando H.,2
Peya A.,2
Montcourt M.,2
Cilic M.,2
Haas T.,2
Mirnyi M.,2
Brzezicki J.P.,2
Hajek J.,2
Fognini F.,2
Waske A.,2
Guzman J.P.,2
Granollers M.,2
Capdeville P.,2
Alves T.,1
Mahut N.,1
Zverev M.,1
Mantilla F.,1
Przysiezny M.,1
Querrey S.,1
Saoudi S.,1
Rochus C.,1
Mello R.,1
Summerer T.,1
Lorenzi P.,1
Falla A.,1
Vemic D.,1
Goldstein P.,1
Gil F.,1
Gensse A.,1
Galvani S.,1
Fish M.,1
Eitzinger R.,1
Riba P.,1
Economidis K.,1
Delic A.,1
Del Potro J.M.,1
De Bakker T.,1
Cipolla F.,1
Brands D.,1
Ulihrach B.,1
Gulbis E.,1
Kuznetsov A.,1
Kunitsyn I.,1
Kuerten G.,1
Bachinger M.,1
Bracciali D.,1
Stepanek M.,1
Koellerer D.,1
Udomchoke D.,0
Wang Y.T.,0
Sela D.,0
Wessels P.,0
Young D.,0
Warburg S.,0
Schuettler R.,0
Srichaphan P.,0
Saulnier C.,0
Tsonga J.W.,0
Stadler S.,0
Ryderstedt M.,0
Sweeting R.,0
Zib T.,0
Vacek J.,0
de Voest R.,0
Smeets R.,0
Sanguinetti D.,0
Santoro F.,0
Whitehouse W.,0
Lindahl N.,0
Rehnquist B.,0
Fleishman Z.,0
Isner J.,0
Hernych J.,0
Henman T.,0
Healey N.,0
Guccione C.,0
Guccione A.,0
Greul S.,0
Gregorc L.,0
Golubev A.,0
Ginepri R.,0
Gimelstob J.,0
Gabashvili T.,0
El Aynaoui Y.,0
Johansson J.,0
Dupuis A.,0
Dancevic F.,0
Chiudinelli M.,0
Cakl T.,0
Bozoljac I.,0
Bogdanovic A.,0
Berrer M.,0
Bastl G.,0
Baker J.,0
Arthurs W.,0
Ancic M.,0
Amritraj P.,0
Jenkins S.,0
Jones A.,0
Rastogi K.,0
Matsukevitch D.,0
Qureshi A.,0
Prpic F.,0
Phau B.,0
Petzschner P.,0
Odesnik W.,0
Norman D.,0
Nishikori K.,0
Murray A.,0
Muller G.,0
Moodie W.,0
Minar I.,0
Meffert D.,0
Matsui T.,0
Karanusic R.,0
Marach O.,0
Malisse X.,0
Luzzi F.,0
Luczak P.,0
Lu Y.H.,0
Allegro Y.,0
Levine J.,0
Ledovskikh M.,0
Klizan M.,0
Kim K.,0
Kiefer N.,0
Kendrick R.,0
van Scheppingen D.,0
