Winner,Hard
Konta J.,6
Wozniacki C.,5
Pliskova Ka.,4
Williams V.,4
Safarova L.,4
Halep S.,3
Ozaki R.,3
Mattek-Sands B.,3
Lucic-Baroni M.,3
Kerber A.,3
Arruabarrena L.,3
Goerges J.,2
Stosur S.,2
Peng S.,2
Parmentier P.,2
Rogers S.,2
Muguruza G.,2
Cepelova J.,2
Cibulkova D.,2
Tomljanovic A.,2
Cirstea S.,2
Kuznetsova S.,2
Kontaveit A.,2
Townsend T.,2
Flipkens K.,2
Tig P.M.,2
Strycova B.,2
Shvedova Y.,1
Sasnovich A.,1
Wang Q.,1
Putintseva Y.,1
Witthoeft C.,1
Radwanska A.,1
Mchale C.,1
Pavlyuchenkova A.,1
Osaka N.,1
Minella M.,1
Barty A.,1
Lepchenko V.,1
Larsson J.,1
Keys M.,1
Haddad Maia B.,1
Golubic V.,1
Errani S.,1
Duan Y.Y.,1
Cepede Royg V.,1
Brengle M.,1
Bondarenko K.,1
Zhang S.,1
