Winner,Clay
Ostapenko J.,7
Halep S.,6
Bacsinszky T.,5
Pliskova Ka.,5
Wozniacki C.,4
Mladenovic K.,4
Svitolina E.,4
Garcia C.,4
Martic P.,3
Stosur S.,3
Muguruza G.,3
Kuznetsova S.,3
Cornet A.,3
Suarez Navarro C.,3
Cepede Royg V.,3
Williams V.,3
Linette M.,2
Rogers S.,2
Radwanska A.,2
Putintseva Y.,2
Tsurenko L.,2
Vesnina E.,2
Witthoeft C.,2
Mertens E.,2
Mattek-Sands B.,2
Sevastova A.,2
Zhang S.,2
Jabeur O.,2
Bellis C.,2
Duque-Marino M.,2
Hsieh S.W.,2
Kasatkina D.,2
Larsson J.,1
Sasnovich A.,1
Dodin O.,1
Strycova B.,1
Cirstea S.,1
Cibulkova D.,1
Townsend T.,1
Errani S.,1
Buyukakcay C.,1
Van Uytvanck A.,1
Brengle M.,1
Vondrousova M.,1
Bouchard E.,1
Bertens K.,1
Rybarikova M.,1
Hogenkamp R.,1
Flipkens K.,1
Lepchenko V.,1
Puig M.,1
Pironkova T.,1
Pavlyuchenkova A.,1
Parmentier P.,1
Paquet C.,1
Nara K.,1
Keys M.,1
Konjuh A.,1
Kontaveit A.,1
Alexandrova E.,1
Maria T.,1
Makarova E.,1
Kvitova P.,1
Abanda F.,1
