Winner,Hard
Vesnina E.,6
Kuznetsova S.,5
Mladenovic K.,4
Pliskova Ka.,4
Davis L.,3
Williams V.,3
Peng S.,3
Pavlyuchenkova A.,3
Muguruza G.,3
Wozniacki C.,3
Day K.,2
Keys M.,2
Svitolina E.,2
Siniakova K.,2
Safarova L.,2
Pliskova Kr.,2
Osaka N.,2
Bacsinszky T.,2
Cibulkova D.,2
Parmentier P.,2
Kerber A.,2
Garcia C.,2
Goerges J.,2
Puig M.,1
Rodina E.,1
Rogers S.,1
Flipkens K.,1
Sorribes Tormo S.,1
Strycova B.,1
Errani S.,1
Vekic D.,1
Begu I.,1
Vinci R.,1
Wang Q.,1
Watson H.,1
Wickmayer Y.,1
Beck A.,1
Radwanska A.,1
Gavrilova D.,1
Konta J.,1
Bencic B.,1
Petkovic A.,1
Bertens K.,1
Brengle M.,1
Duque-Marino M.,1
Ostapenko J.,1
Niculescu M.,1
Chirico L.,1
Halep S.,1
Linette M.,1
Lepchenko V.,1
Larsson J.,1
Jankovic J.,1
Kontaveit A.,1
Babos T.,1
