Winner,Clay
Bertens K.,18
Konta J.,17
Martic P.,16
Sakkari M.,13
Vondrousova M.,13
Sevastova A.,13
Teichmann J.,12
Ferro F.,12
Bencic B.,11
Anisimova A.,11
Barty A.,11
Stephens S.,11
Vekic D.,10
Kenin S.,10
Keys M.,10
Halep S.,9
Garcia C.,9
Pera B.,9
Zidansek T.,9
Puig M.,9
Siniakova K.,9
Kuzmova V.,9
Kudermetova V.,9
Osaka N.,9
Azarenka V.,9
Rybakina E.,8
Hercog P.,8
Buzarnescu M.,8
Kvitova P.,8
Putintseva Y.,8
Pliskova Ka.,8
Swiatek I.,7
Pliskova Kr.,7
Cirstea S.,7
Cornet A.,7
Mladenovic K.,7
Arruabarrena L.,7
Tomljanovic A.,7
Siegemund L.,7
Strycova B.,6
Tig P.M.,6
Potapova A.,6
Collins D.,6
Peterson R.,6
Sorribes Tormo S.,6
Haddad Maia B.,5
Sharma A.,5
Sabalenka A.,5
Kanepi K.,5
Korpatsch T.,5
Kozlova K.,5
Kuznetsova S.,5
Petkovic A.,5
Muchova K.,5
Muguruza G.,5
Kontaveit A.,5
Paquet C.,5
Suarez Navarro C.,5
Zheng S.,5
Wang Yaf.,5
Begu I.,5
Yastremska D.,5
Hsieh S.W.,4
Samsonova L.,4
Paolini J.,4
Kawa K.,4
Andreescu B.,4
Stojanovic N.,4
Kasatkina D.,4
Mertens E.,4
Vikhlyantseva N.,4
Wang Q.,4
Wozniacki C.,4
Friedsam A.L.,4
Stosur S.,4
Van Uytvanck A.,4
Bolsova A.,4
Alexandrova E.,3
Williams S.,3
Bogdan A.,3
Ostapenko J.,3
Badosa P.,3
Minella M.,3
Pegula J.,3
Gavrilova D.,3
Bonaventure Y.,3
Gasparyan M.,3
Schmiedlova A.,3
Han X.,3
Di Giuseppe M.,3
Brengle M.,2
Townsend T.,2
Kiick A.,2
Maria T.,2
Bara I.,2
Tsurenko L.,2
Bacsinszky T.,2
Blinkova A.,2
Babos T.,2
Errani S.,2
Svitolina E.,2
Osorio Serrano M.C.,2
Parmentier P.,2
Lottner A.,2
Williams V.,2
Linette M.,2
Rogers S.,2
Brady J.,2
Kerber A.,2
Kostyuk M.,2
Rus A.,2
Voegele S.,2
Krejcikova B.,2
Lepchenko V.,2
Krunic A.,2
Davis L.,2
Sasnovich A.,2
Lapko V.,2
Larsson J.,2
Trevisan M.,1
Zhang S.,1
Shinikova I.,1
Vickery S.,1
Pavlyuchenkova A.,1
Parry D.,1
Schoofs B.,1
Waltert S.,1
Stollar F.,1
Rodina E.,1
Ahn K.,1
Paar L.I.,1
Cepelova J.,1
Juvan K.,1
Jakupovic D.,1
Ivakhnenko V.,1
Hon P.,1
Boulter K.,1
Hesse A.,1
Ce G.,1
Golubic V.,1
Bolsova Zadoinov A.,1
Goerges J.,1
Cibulkova D.,1
Cristian J.,1
Gatto-Monticone G.,1
Fourlis J.,1
Flink V.,1
Fett J.,1
Kalinina A.,1
Jorovic I.,1
Marcinkevica D.,1
Barthel M.,1
Ormaechea P.,1
Nara K.,1
Minnen G.,1
Mchale C.,1
Diyas Z.,1
Kucova K.,1
Birrell K.,0
Wang X.,0
Di Lorenzo F.,0
Wickmayer Y.,0
Allertova D.,0
Dart H.,0
Doi M.,0
Zhu L.,0
Vandeweghe C.,0
Arn G.,0
Wang Xin.,0
Badosa Gibert P.,0
Zavatska K.,0
Watson H.,0
Baptiste H.,0
Bouzkova M.,0
Bolkvadze M.,0
Bouchard E.,0
Wang Xiy.,0
Giorgi C.,0
Tomova V.,0
Kalinskaya A.,0
Niculescu M.,0
Peng S.,0
Mcnally C.,0
Mattek-Sands B.,0
Martincova T.,0
Lumsden M.,0
Liu F.,0
Riske A.,0
Aiava D.,0
Kovinic D.,0
Ruse E.G.,0
Rybarikova M.,0
Duan Y.Y.,0
Jabeur O.,0
Sharapova M.,0
Hives Z.,0
Hibino N.,0
Hibi M.,0
Smitkova T.,0
Gracheva V.,0
Osuigwe W.,0
Gibbs N.,0
Gauff C.,0
Flipkens K.,0
Zvonareva V.,0
