,player,passed_at_net,net_pts,passing_shot
0,Jessica Pegula,56,270,20.74074074074074
1,Elena Rybakina,52,304,17.105263157894736
2,Coco Gauff,38,263,14.44866920152091
3,Danielle Collins,28,203,13.793103448275861
4,Marta Kostyuk,20,186,10.75268817204301
5,Jasmine Paolini,30,303,9.900990099009901
6,Aryna Sabalenka,17,174,9.770114942528735
7,Qinwen Zheng,17,183,9.289617486338798
8,Iga Swiatek,28,345,8.115942028985506
9,Bianca Andreescu,21,305,6.885245901639345
