,player,passed_at_net,net_pts,passing_shot
0,Andy Roddick,32,198,16.161616161616163
1,Novak Djokovic,31,202,15.346534653465346
2,Daniil Medvedev,25,173,14.450867052023122
3,Andy Murray,30,211,14.218009478672986
4,Roger Federer,80,595,13.445378151260504
5,Tim Henman,26,197,13.19796954314721
6,Patrick Rafter,23,227,10.13215859030837
7,Hubert Hurkacz,33,336,9.821428571428571
8,Stefan Edberg,41,497,8.249496981891348
9,Pete Sampras,37,453,8.167770419426049
