,player,pts_won,net_pts,net_efficiency
0,Fabio Fognini,48,59,81.35593220338984
1,Dominic Thiem,108,136,79.41176470588235
2,Novak Djokovic,54,70,77.14285714285715
3,Rafael Nadal,65,85,76.47058823529412
4,Stan Wawrinka,50,70,71.42857142857143
5,Roger Federer,130,184,70.65217391304348
6,Marton Fucsovics,51,73,69.86301369863014
7,Mikhail Kukushkin,45,70,64.28571428571429
8,Tennys Sandgren,54,86,62.7906976744186
9,Alexander Zverev,64,104,61.53846153846154
