,player,pts_won,net_pts,net_efficiency
0,Alejandro Davidovich Fokina,43,51,84.31372549019608
1,Jesper De Jong,57,73,78.08219178082192
2,Grigor Dimitrov,36,48,75.0
3,Carlos Alcaraz,99,135,73.33333333333333
4,Jannik Sinner,98,137,71.53284671532847
5,Novak Djokovic,126,178,70.78651685393258
6,Casper Ruud,33,47,70.2127659574468
7,Alexander Zverev,99,152,65.13157894736842
8,Hubert Hurkacz,83,129,64.34108527131784
9,Jack Draper,28,49,57.14285714285714
