,player,pts_won,net_pts,net_efficiency
0,Eugenie Bouchard,12,15,80.0
1,Alison Riske Amritraj,11,14,78.57142857142857
2,Petra Kvitova,29,40,72.5
3,Elina Svitolina,10,14,71.42857142857143
4,Bernarda Pera,14,21,66.66666666666666
5,Svetlana Kuznetsova,12,18,66.66666666666666
6,Petra Martic,15,23,65.21739130434783
7,Agnieszka Radwanska,29,46,63.04347826086957
8,Garbine Muguruza,23,40,57.49999999999999
9,Caroline Wozniacki,13,24,54.166666666666664
