,player,pts_won,net_pts,net_efficiency
0,Naomi Osaka,24,28,85.71428571428571
1,Kiki Bertens,32,38,84.21052631578947
2,Anett Kontaveit,17,22,77.27272727272727
3,Roberta Vinci,15,20,75.0
4,Karolina Pliskova,26,39,66.66666666666666
5,Justine Henin,19,29,65.51724137931035
6,Jelena Jankovic,14,24,58.333333333333336
7,Donna Vekic,11,20,55.00000000000001
8,Angelique Kerber,13,25,52.0
9,Samantha Stosur,8,19,42.10526315789473
