Winner,Hard
Djokovic N.,6
Federer R.,5
Benneteau J.,4
Isner J.,4
Dolgopolov O.,4
Anderson K.,3
Raonic M.,3
Bautista R.,3
Lopez F.,3
Gulbis E.,3
Falla A.,2
Vesely J.,2
Fognini F.,2
Thiem D.,2
Murray A.,2
Gonzalez A.,2
Nieminen J.,2
Haas T.,2
Wawrinka S.,2
Lu Y.H.,2
Verdasco F.,2
Cilic M.,2
Kukushkin M.,2
Querrey S.,1
Robredo T.,1
Roger-Vasselin E.,1
Russell M.,1
Rosol L.,1
Tursunov D.,1
Seppi A.,1
Smyczek T.,1
Sousa J.,1
Stakhovsky S.,1
Stepanek R.,1
Nishikori K.,1
Lorenzi P.,1
Nadal R.,1
Monfils G.,1
Chardy J.,1
Davydenko N.,1
Dimitrov G.,1
Donskoy E.,1
Gabashvili T.,1
Gasquet R.,1
Giraldo S.,1
Haase R.,1
Hanescu V.,1
Harrison R.,1
Hewitt L.,1
Karlovic I.,1
Mathieu P.H.,1
Matosevic M.,1
Monaco J.,1
Zeballos H.,1
