Winner,Hard
Wawrinka S.,7
Nadal R.,6
Federer R.,5
Berdych T.,5
Ferrer D.,4
Dimitrov G.,4
Djokovic N.,4
Murray A.,4
Anderson K.,3
Tsonga J.W.,3
Bautista R.,3
Mayer F.,3
Nishikori K.,3
Fognini F.,3
Robert S.,3
Robredo T.,3
Lopez F.,2
Paire B.,2
Pospisil V.,2
Klizan M.,2
Querrey S.,2
Janowicz J.,2
Istomin D.,2
Raonic M.,2
Gasquet R.,2
Gabashvili T.,2
Monfils G.,2
Young D.,2
Roger-Vasselin E.,2
Dzumhur D.,2
Simon G.,2
Chardy J.,2
Rola B.,1
Przysiezny M.,1
Seppi A.,1
Verdasco F.,1
Nieminen J.,1
Sock J.,1
Thiem D.,1
Tursunov D.,1
Kyrgios N.,1
Millot V.,1
Ebden M.,1
Bellucci T.,1
Benneteau J.,1
Berrer M.,1
Cilic M.,1
Davydenko N.,1
De Schepper K.,1
Del Potro J.M.,1
Dodig I.,1
Dolgopolov O.,1
Falla A.,1
Mayer L.,1
Garcia-Lopez G.,1
Gulbis E.,1
Hanescu V.,1
Kavcic B.,1
Kokkinakis T.,1
Andujar P.,1
Lajovic D.,1
Lu Y.H.,1
Mannarino A.,1
Youzhny M.,1
