Winner,Hard
Djokovic N.,6
Nadal R.,5
Nishikori K.,4
Berdych T.,4
Raonic M.,3
Dolgopolov O.,3
Murray A.,3
Federer R.,3
Ferrer D.,2
Robredo T.,2
Roger-Vasselin E.,2
Istomin D.,2
Isner J.,2
Sousa J.,2
Gasquet R.,2
Garcia-Lopez G.,2
Fognini F.,2
Tsonga J.W.,2
Bedene A.,2
Baghdatis M.,2
Bautista R.,2
Becker B.,2
Benneteau J.,2
De Bakker T.,2
Wawrinka S.,2
Sock J.,1
Seppi A.,1
Young D.,1
Thiem D.,1
Stepanek R.,1
Robert S.,1
Querrey S.,1
Vesely J.,1
Nieminen J.,1
Almagro N.,1
Karlovic I.,1
Montanes A.,1
Harrison R.,1
Chardy J.,1
Dimitrov G.,1
Dodig I.,1
Ebden M.,1
Gabashvili T.,1
Gimeno-Traver D.,1
Gonzalez A.,1
Hewitt L.,1
Mayer F.,1
Anderson K.,1
Lacko L.,1
Lajovic D.,1
Lopez F.,1
Lu Y.H.,1
Mannarino A.,1
Matosevic M.,1
Zeballos H.,1
