Winner,Clay
Nadal R.,7
Djokovic N.,6
Murray A.,5
Gulbis E.,5
Berdych T.,4
Raonic M.,4
Monfils G.,4
Ferrer D.,4
Federer R.,3
Lajovic D.,3
Isner J.,3
Garcia-Lopez G.,3
Anderson K.,3
Granollers M.,3
Tsonga J.W.,3
Verdasco F.,3
Simon G.,2
Klizan M.,2
Karlovic I.,2
Robredo T.,2
Janowicz J.,2
Seppi A.,2
Mayer L.,2
Sock J.,2
Young D.,2
Cilic M.,2
Stepanek R.,2
Gasquet R.,2
Tursunov D.,2
Bautista R.,2
Fognini F.,2
Kohlschreiber P.,2
Nedovyesov A.,1
Paire B.,1
Nieminen J.,1
Thiem D.,1
Querrey S.,1
Youzhny M.,1
Vesely J.,1
Struff J.L.,1
Schwartzman D.,1
Kukushkin M.,1
Monaco J.,1
Michon A.,1
Bellucci T.,1
Berlocq C.,1
Bolelli S.,1
Chardy J.,1
Cuevas P.,1
De Schepper K.,1
Dolgopolov O.,1
Gabashvili T.,1
Gonzalez A.,1
Haase R.,1
Haider-Maurer A.,1
Istomin D.,1
Johnson S.,1
Kamke T.,1
Bagnis F.,1
Lopez F.,1
Mannarino A.,1
Matosevic M.,1
Melzer J.,1
Zopp J.,1
