,player,pts_won,net_pts,net_efficiency
0,Andre Agassi,168,219,76.71232876712328
1,Marcelo Rios,71,96,73.95833333333334
2,Pete Sampras,440,637,69.07378335949764
3,Tim Henman,67,100,67.0
4,Yevgeny Kafelnikov,126,194,64.94845360824742
5,Greg Rusedski,109,168,64.88095238095238
6,Mark Philippoussis,88,137,64.23357664233576
7,Todd Martin,92,144,63.888888888888886
8,Patrick Rafter,168,279,60.215053763440864
9,Richard Krajicek,171,302,56.622516556291394
