,player,passed_at_net,net_pts,passing_shot
0,Tommy Paul,15,81,18.51851851851852
1,Sebastian Korda,4,23,17.391304347826086
2,Daniil Medvedev,7,53,13.20754716981132
3,Ben Shelton,3,24,12.5
4,Cameron Norrie,4,44,9.090909090909092
5,Alexander Zverev,3,37,8.108108108108109
6,Carlos Alcaraz,4,51,7.8431372549019605
7,Jakub Mensik,2,26,7.6923076923076925
8,Alex De Minaur,1,22,4.545454545454546
9,Jannik Sinner,0,29,0.0
