,player,pts_won,net_pts,net_efficiency
0,Gael Monfils,36,44,81.81818181818183
1,Lucas Pouille,37,48,77.08333333333334
2,Roger Federer,30,39,76.92307692307693
3,Sergiy Stakhovsky,33,44,75.0
4,Hubert Hurkacz,118,159,74.21383647798741
5,Pierre Hugues Herbert,40,56,71.42857142857143
6,Ugo Humbert,65,93,69.89247311827957
7,Marc Rosset,33,49,67.3469387755102
8,Alexander Bublik,23,35,65.71428571428571
9,Jonas Bjorkman,36,62,58.06451612903226
