,player,pts_won,net_pts,net_efficiency
0,Rafael Nadal,2943,3863,76.18431271032875
1,Andy Murray,2124,2994,70.94188376753507
2,Stefanos Tsitsipas,1780,2544,69.9685534591195
3,Andre Agassi,1677,2401,69.84589754269055
4,Hubert Hurkacz,3598,5157,69.76924568547605
5,Novak Djokovic,4375,6308,69.3563728598605
6,Roger Federer,7298,10524,69.3462561763588
7,Pete Sampras,1457,2423,60.13206768468841
8,Boris Becker,1341,2311,58.026828212894856
9,Stefan Edberg,2126,3924,54.17940876656473
