,player,pts_won,net_pts,net_efficiency
0,Anna Lena Friedsam,26,30,86.66666666666667
1,Justine Henin,16,20,80.0
2,Kiki Bertens,23,29,79.3103448275862
3,Petra Kvitova,52,69,75.36231884057972
4,Marta Kostyuk,37,50,74.0
5,Laura Siegemund,33,47,70.2127659574468
6,Coco Gauff,14,21,66.66666666666666
7,Andrea Petkovic,21,37,56.75675675675676
8,Elena Rybakina,13,23,56.52173913043478
9,Bianca Andreescu,10,18,55.55555555555556
