,player,pts_won,net_pts,net_efficiency
0,Barbora Strycova,88,123,71.54471544715447
1,Jasmine Paolini,86,121,71.07438016528926
2,Bianca Andreescu,120,173,69.36416184971098
3,Serena Williams,130,188,69.14893617021278
4,Steffi Graf,186,271,68.63468634686348
5,Venus Williams,193,288,67.01388888888889
6,Amelie Mauresmo,80,121,66.11570247933885
7,Jana Novotna,231,376,61.43617021276596
8,Nathalie Tauziat,69,115,60.0
9,Martina Navratilova,451,775,58.19354838709677
