Winner,Hard
Sinner J.,7
Medvedev D.,6
Zverev A.,5
Djokovic N.,5
Rublev A.,4
Hurkacz H.,4
Fritz T.,4
Alcaraz C.,4
Borges N.,3
Tsitsipas S.,3
Mannarino A.,3
Khachanov K.,3
Norrie C.,3
Cazaux A.,3
Kecmanovic M.,3
De Minaur A.,3
Marozsan F.,2
Machac T.,2
Ruud C.,2
Shang J.,2
Van Assche L.,2
Shelton B.,2
Auger-Aliassime F.,2
Dimitrov G.,2
Korda S.,2
Baez S.,2
Humbert U.,2
Michelsen A.,2
Griekspoor T.,2
Paul T.,2
Etcheverry T.,2
Cobolli F.,2
Purcell M.,1
Popyrin A.,1
Rune H.,1
Zeppieri G.,1
Ruusuvuori E.,1
Zhang Zh.,1
Sonego L.,1
Struff J.L.,1
Thompson J.,1
Tiafoe F.,1
O Connell C.,1
Davidovich Fokina A.,1
Nagal S.,1
Musetti L.,1
Draper J.,1
Eubanks C.,1
Fils A.,1
Cerundolo F.,1
Galan D.E.,1
Gaston H.,1
Grenier H.,1
Halys Q.,1
Klein L.,1
Kokkinakis T.,1
Kotov P.,1
Kovacevic A.,1
Arnaldi M.,1
De Jong J.,1
Mensik J.,1
Monfils G.,1
Munar J.,1
Lehecka J.,1
