Winner,Clay
Errani S.,23
Schmiedlova A.,20
Stosur S.,16
Kerber A.,16
Sharapova M.,15
Svitolina E.,14
Bacsinszky T.,14
Williams S.,13
Begu I.,13
Suarez Navarro C.,12
Knapp K.,12
Safarova L.,11
Larsson J.,11
Kovinic D.,11
Kvitova P.,11
Mladenovic K.,10
Arruabarrena L.,10
Hradecka L.,10
Keys M.,9
Hercog P.,9
Garcia C.,9
Vinci R.,9
Cornet A.,8
Koukalova K.,8
Stephens S.,8
Pereira T.,8
Mitu A.,8
Ivanovic A.,7
Van Uytvanck A.,7
Muguruza G.,7
Azarenka V.,7
Wozniacki C.,7
Makarova E.,7
Pliskova Ka.,7
Petkovic A.,6
Brengle M.,6
Putintseva Y.,6
Barthel M.,6
Kuznetsova S.,6
Goerges J.,6
Strycova B.,6
Halep S.,6
Giorgi C.,5
Jankovic J.,5
Siniakova K.,5
Puig M.,5
Witthoeft C.,5
Radwanska A.,5
Shvedova Y.,5
Gavrilova D.,5
Allertova D.,5
Vesnina E.,5
Pennetta F.,5
Tomljanovic A.,5
Mchale C.,5
Duque Marino M.,5
Dulgheru A.,5
Lucic M.,5
Babos T.,4
Rybarikova M.,4
Beck A.,4
Razzano V.,4
Niculescu M.,4
Dominguez Lino L.,4
Lisicki S.,4
Krunic A.,4
Glushko J.,4
Pironkova T.,4
Falconi I.,4
Karatantcheva S.,4
Maria T.,3
Pavlyuchenkova A.,3
Nara K.,3
Rodina E.,3
Pfizenmaier D.,3
Zhang S.,3
Bencic B.,3
Vekic D.,3
Smitkova T.,3
Doi M.,3
Friedsam A.L.,3
Haddad Maia B.,3
Cepelova J.,3
Wickmayer Y.,3
Schiavone F.,3
Diyas Z.,3
Davis L.,3
Jovanovski B.,3
Tatishvili A.,2
Mattek-Sands B.,2
Vickery S.,2
Cepede Royg V.,2
Flipkens K.,2
Tsurenko L.,2
Peterson R.,2
Kanepi K.,2
Kasatkina D.,2
Kulichkova E.,2
Zanevska M.,2
Rogers S.,2
Vandeweghe C.,2
Konjuh A.,2
Riske A.,2
Bertens K.,2
Williams V.,2
Sorribes Tormo S.,2
Watson H.,2
Zheng S.,1
Peer S.,1
Scheepers C.,1
Voegele S.,1
Siegemund L.,1
Panova A.,1
Tig P.M.,1
Ormaechea P.,1
Torro Flor M.T.,1
Soler Espinosa S.,1
Zvonareva V.,1
Minella M.,1
Kucova K.,1
Bogdan E.,1
Bondarenko K.,1
Bouchard E.,1
Ce G.,1
Cirstea S.,1
Dellacqua C.,1
Diatchenko V.,1
Gajdosova J.,1
Gibbs N.,1
Govortsova O.,1
Min G.,1
Hogenkamp R.,1
Irigoyen M.,1
Kania P.,1
Hesse A.,1
Linette M.,1
Melnikova M.,1
Lim A.,1
Lepchenko V.,1
Mestach A.S.,1
Kumkhum L.,0
Ozaki R.,0
Vikhlyantseva N.,0
Chang K.C.,0
Chirico L.,0
Cibulkova D.,0
Crawford S.,0
Vaidisova N.,0
Date Krumm K.,0
Townsend T.,0
De Vroome I.,0
Martincova T.,0
Cetkovska P.,0
Ostapenko J.,0
Dodin O.,0
Wang Q.,0
Wang Yaf.,0
Buyukakcay C.,0
Broady N.,0
Oprandi R.,0
Bogdan A.,0
Yang Z.,0
Zahlavova Strycova B.,0
Beygelzimer Y.,0
Zhang K-L.,0
Bellis C.,0
Badosa Gibert. P.,0
Zhu L.,0
Parmentier P.,0
Eguchi M.,0
Duan Y.Y.,0
Jabeur O.,0
Larcherde Brito M.,0
Krajicek M.,0
Pliskova Kr.,0
Kozlova K.,0
Kostova E.,0
Korashvili O.,0
Radwanska U.,0
Kontaveit A.,0
Konta J.,0
Komardina A.,0
Rodionova An.,0
Kichenok L.,0
Lee Y.H.,0
Sasnovich A.,0
Kudryavtseva A.,0
Savchuk O.,0
Hsieh S.W.,0
Peng S.,0
Sevastova A.,0
Hlavackova A.,0
Hibino N.,0
Pegula J.,0
Hantuchova D.,0
Glatch A.,0
Soylu I.,0
Gasparyan M.,0
Paszek T.,0
Erakovic M.,0
Abduraimova N.,0
