Winner,Grass
Bencic B.,14
Radwanska A.,12
Vandeweghe C.,8
Mladenovic K.,8
Giorgi C.,8
Jankovic J.,8
Williams S.,7
Muguruza G.,7
Niculescu M.,7
Kerber A.,7
Pliskova Ka.,6
Diyas Z.,6
Stephens S.,6
Wozniacki C.,6
Konta J.,6
Dellacqua C.,5
Konjuh A.,5
Sharapova M.,5
Lisicki S.,5
Azarenka V.,5
Kuznetsova S.,5
Hantuchova D.,4
Keys M.,4
Bacsinszky T.,4
Petkovic A.,4
Riske A.,4
Mchale C.,4
Watson H.,4
Govortsova O.,4
Pironkova T.,4
Rybarikova M.,4
Krunic A.,3
Koukalova K.,3
Maria T.,3
Davis L.,3
Safarova L.,3
Williams V.,3
Strycova B.,3
Siniakova K.,3
Bertens K.,3
Mattek-Sands B.,2
Stosur S.,2
Gavrilova D.,2
Lucic M.,2
Halep S.,2
Garcia C.,2
Errani S.,2
Cibulkova D.,2
Larcherde Brito M.,2
Babos T.,2
Kvitova P.,2
Beck A.,2
Begu I.,2
Pavlyuchenkova A.,2
Pliskova Kr.,2
Erakovic M.,2
Wickmayer Y.,2
Nara K.,2
Suarez Navarro C.,2
Vickery S.,2
Shvedova Y.,2
Krajicek M.,1
Linette M.,1
Kulichkova E.,1
Soler Espinosa S.,1
Jovanovski B.,1
Makarova E.,1
Schmiedlova A.,1
Ivanovic A.,1
Hogenkamp R.,1
Hsieh S.W.,1
Hradecka L.,1
Arruabarrena L.,1
Puig M.,1
Bouchard E.,1
Broady N.,1
Ostapenko J.,1
Cepelova J.,1
Putintseva Y.,1
Cornet A.,1
Doi M.,1
Radwanska U.,1
Duan Y.Y.,1
Duque Marino M.,1
Van Uytvanck A.,1
Falconi I.,1
Flipkens K.,1
Friedsam A.L.,1
Gajdosova J.,1
Sasnovich A.,1
Tsurenko L.,1
Rodina E.,1
Tomljanovic A.,1
Hercog P.,1
Svitolina E.,1
Hlavackova A.,1
Allertova D.,1
Razzano V.,0
Rogers S.,0
Rodionova An.,0
Pfizenmaier D.,0
Abduraimova N.,0
Savchuk O.,0
Scheepers C.,0
Zhu L.,0
Zheng S.,0
Zhang S.,0
Zhang K-L.,0
Zanevska M.,0
Zahlavova Strycova B.,0
Yang Z.,0
Witthoeft C.,0
Wang Yaf.,0
Wang Q.,0
Voegele S.,0
Vinci R.,0
Vikhlyantseva N.,0
Vesnina E.,0
Vekic D.,0
Vaidisova N.,0
Townsend T.,0
Torro Flor M.T.,0
Tig P.M.,0
Tatishvili A.,0
Pereira T.,0
Soylu I.,0
Sorribes Tormo S.,0
Smitkova T.,0
Siegemund L.,0
Sevastova A.,0
Schiavone F.,0
Peterson R.,0
Larsson J.,0
Pennetta F.,0
Gasparyan M.,0
De Vroome I.,0
Diatchenko V.,0
Dodin O.,0
Dominguez Lino L.,0
Dulgheru A.,0
Eguchi M.,0
Gibbs N.,0
Peng S.,0
Glatch A.,0
Glushko J.,0
Goerges J.,0
Haddad Maia B.,0
Hesse A.,0
Hibino N.,0
Date Krumm K.,0
Crawford S.,0
Cirstea S.,0
Chirico L.,0
Chang K.C.,0
Cetkovska P.,0
Cepede Royg V.,0
Ce G.,0
Buyukakcay C.,0
Brengle M.,0
Bondarenko K.,0
Bogdan E.,0
Bogdan A.,0
Beygelzimer Y.,0
Bellis C.,0
Barthel M.,0
Badosa Gibert. P.,0
Irigoyen M.,0
Jabeur O.,0
Kanepi K.,0
Lim A.,0
Pegula J.,0
Peer S.,0
Paszek T.,0
Parmentier P.,0
Panova A.,0
Ozaki R.,0
Ormaechea P.,0
Oprandi R.,0
Mitu A.,0
Minella M.,0
Min G.,0
Mestach A.S.,0
Melnikova M.,0
Martincova T.,0
Lepchenko V.,0
Kania P.,0
Lee Y.H.,0
Kumkhum L.,0
Kudryavtseva A.,0
Kucova K.,0
Kozlova K.,0
Kovinic D.,0
Kostova E.,0
Korashvili O.,0
Kontaveit A.,0
Komardina A.,0
Knapp K.,0
Kichenok L.,0
Kasatkina D.,0
Karatantcheva S.,0
Zvonareva V.,0
