Winner,Hard
Halep S.,41
Pliskova Ka.,37
Williams V.,34
Radwanska A.,33
Williams S.,30
Pavlyuchenkova A.,29
Kerber A.,28
Suarez Navarro C.,27
Jankovic J.,26
Wozniacki C.,26
Svitolina E.,25
Muguruza G.,25
Bencic B.,23
Pennetta F.,22
Vinci R.,22
Kvitova P.,22
Errani S.,21
Ivanovic A.,21
Stephens S.,20
Brengle M.,19
Petkovic A.,19
Tsurenko L.,19
Bacsinszky T.,19
Azarenka V.,19
Makarova E.,18
Keys M.,18
Barthel M.,18
Mladenovic K.,17
Safarova L.,17
Cibulkova D.,17
Garcia C.,17
Schmiedlova A.,16
Lepchenko V.,16
Stosur S.,16
Kuznetsova S.,15
Begu I.,15
Sharapova M.,15
Nara K.,14
Larsson J.,14
Cornet A.,14
Beck A.,14
Wickmayer Y.,13
Giorgi C.,13
Jovanovski B.,13
Lisicki S.,13
Gavrilova D.,13
Tomljanovic A.,12
Zahlavova Strycova B.,12
Watson H.,12
Hantuchova D.,11
Radwanska U.,11
Goerges J.,11
Flipkens K.,11
Diyas Z.,11
Van Uytvanck A.,11
Vandeweghe C.,10
Pironkova T.,10
Bouchard E.,10
Mattek-Sands B.,10
Strycova B.,10
Gasparyan M.,10
Lucic M.,10
Knapp K.,10
Rodina E.,10
Niculescu M.,9
Mchale C.,9
Allertova D.,9
Doi M.,9
Riske A.,9
Gajdosova J.,9
Hercog P.,9
Puig M.,9
Zheng S.,8
Rybarikova M.,8
Friedsam A.L.,7
Konta J.,7
Linette M.,7
Falconi I.,7
Pereira T.,7
Witthoeft C.,7
Davis L.,7
Bondarenko K.,7
Vekic D.,7
Voegele S.,6
Shvedova Y.,6
Schiavone F.,6
Peng S.,6
Kulichkova E.,6
Vesnina E.,6
Zvonareva V.,6
Babos T.,6
Hibino N.,6
Hradecka L.,6
Kanepi K.,6
Kozlova K.,5
Kasatkina D.,5
Tatishvili A.,5
Smitkova T.,5
Siniakova K.,5
Sevastova A.,5
Duan Y.Y.,5
Sasnovich A.,5
Dulgheru A.,5
Ostapenko J.,5
Hsieh S.W.,5
Erakovic M.,5
Kontaveit A.,5
Kovinic D.,5
Krunic A.,5
Wang Q.,4
Broady N.,4
Konjuh A.,4
Panova A.,4
Siegemund L.,4
Arruabarrena L.,4
Zhu L.,4
Tig P.M.,4
Duque Marino M.,4
Maria T.,4
Gibbs N.,3
Putintseva Y.,3
Date Krumm K.,3
Koukalova K.,3
Dellacqua C.,3
Chirico L.,3
Karatantcheva S.,3
Kania P.,3
Ozaki R.,2
Parmentier P.,2
Torro Flor M.T.,2
Townsend T.,2
Martincova T.,2
Cetkovska P.,2
Crawford S.,2
Govortsova O.,2
Savchuk O.,2
Ce G.,2
Badosa Gibert. P.,2
Bellis C.,2
Buyukakcay C.,2
Hlavackova A.,2
Bertens K.,2
Pegula J.,2
Dodin O.,2
Rogers S.,2
Kudryavtseva A.,2
Soylu I.,1
De Vroome I.,1
Kichenok L.,1
Chang K.C.,1
Vaidisova N.,1
Cepelova J.,1
Cepede Royg V.,1
Vickery S.,1
Soler Espinosa S.,1
Wang Yaf.,1
Bogdan A.,1
Beygelzimer Y.,1
Yang Z.,1
Zhang K-L.,1
Zhang S.,1
Vikhlyantseva N.,1
Abduraimova N.,1
Peterson R.,1
Eguchi M.,1
Paszek T.,1
Korashvili O.,1
Diatchenko V.,1
Hesse A.,1
Oprandi R.,1
Lim A.,1
Jabeur O.,1
Glatch A.,1
Mitu A.,1
Rodionova An.,1
Kostova E.,1
Komardina A.,1
Kumkhum L.,1
Lee Y.H.,1
Zanevska M.,0
Bogdan E.,0
Minella M.,0
Irigoyen M.,0
Min G.,0
Mestach A.S.,0
Melnikova M.,0
Ormaechea P.,0
Sorribes Tormo S.,0
Peer S.,0
Hogenkamp R.,0
Pfizenmaier D.,0
Haddad Maia B.,0
Pliskova Kr.,0
Glushko J.,0
Razzano V.,0
Krajicek M.,0
Larcherde Brito M.,0
Kucova K.,0
Cirstea S.,0
Dominguez Lino L.,0
Scheepers C.,0
