,player,passed_at_net,net_pts,passing_shot
0,Shuai Zhang,4,16,25.0
1,Bianca Andreescu,6,47,12.76595744680851
2,Garbine Muguruza,2,16,12.5
3,Danielle Collins,2,17,11.76470588235294
4,Serena Williams,6,52,11.538461538461538
5,Coco Gauff,2,20,10.0
6,Ons Jabeur,2,26,7.6923076923076925
7,Iga Swiatek,3,41,7.317073170731707
8,Harmony Tan,1,16,6.25
9,Petra Kvitova,1,16,6.25
10,Caroline Garcia,2,39,5.128205128205128
11,Alison Van Uytvanck,0,16,0.0
12,Moyuka Uchijima,0,24,0.0
