Winner,Grass
Oudin M.,6
Zheng J.,4
Jankovic J.,4
Falconi I.,3
Makarova E.,3
Hsieh S.W.,3
Doi M.,3
Erakovic M.,2
Foretz S.,2
Hlavackova A.,2
Watson H.,2
Vinci R.,2
Vesnina E.,2
Dellacqua C.,2
Czink M.,2
Radwanska U.,2
Robson L.,1
South M.,1
Rodionova An.,1
Babos T.,1
Razzano V.,1
Panova A.,1
Moore T.,1
Baltacha E.,1
Keothavong A.,1
Karatantcheva S.,1
Larcherde Brito M.,1
