Winner,Hard
Williams S.,7
Azarenka V.,6
Sharapova M.,5
Errani S.,5
Ivanovic A.,4
Bartoli M.,4
Stosur S.,4
Vinci R.,4
Kerber A.,3
Hlavackova A.,3
Kvitova P.,3
Tatishvili A.,3
Pironkova T.,3
Robson L.,3
Radwanska A.,3
Petrova N.,3
Mladenovic K.,2
Makarova E.,2
Li N.,2
Lepchenko V.,2
Parmentier P.,2
Puchkova O.,2
Safarova L.,2
Kirilenko M.,2
Minella M.,2
Zheng J.,2
Jankovic J.,2
Soler Espinosa S.,2
Govortsova O.,2
Stephens S.,2
Cibulkova D.,2
Burdette M.,2
Pliskova Kr.,1
Suarez Navarro C.,1
Rybarikova M.,1
Rodionova An.,1
Vesnina E.,1
Voskoboeva G.,1
Wickmayer Y.,1
Williams V.,1
Wozniak A.,1
Shvedova Y.,1
Arn G.,1
Pavlyuchenkova A.,1
Dushevina V.,1
Arvidsson S.,1
Begu I.,1
Bertens K.,1
Cirstea S.,1
Clijsters K.,1
Cornet A.,1
Dellacqua C.,1
Dominguez Lino L.,1
Flipkens K.,1
Oprandi R.,1
Gallovits E.,1
Halep S.,1
Hradecka L.,1
Jovanovski B.,1
Konta J.,1
Arruabarrena-Vecino L.,1
Martinez-Sanchez M.J.,1
Morita A.,1
Malek T.,1
