Winner,Hard
Radwanska A.,6
Sharapova M.,5
Bartoli M.,4
Wozniacki C.,4
Williams V.,4
Makarova E.,3
Williams S.,3
Li N.,3
Muguruza Blanco G.,3
Azarenka V.,3
Stephens S.,2
Lisicki S.,2
Zheng J.,2
Kirilenko M.,2
Soler Espinosa S.,2
Scheepers C.,2
Pervak K.,2
Stosur S.,2
Ivanovic A.,2
Watson H.,2
Wickmayer Y.,2
Halep S.,2
Wozniak A.,2
Clijsters K.,2
Cibulkova D.,2
Benesova I.,2
Barthel M.,2
Tatishvili A.,1
Vinci R.,1
Zahlavova Strycova B.,1
Zhang S.,1
Savinykh V.,1
Arvidsson S.,1
Pironkova T.,1
Hantuchova D.,1
Bondarenko K.,1
Cetkovska P.,1
Czink M.,1
Dominguez Lino L.,1
Erakovic M.,1
Foretz S.,1
Hercog P.,1
Pennetta F.,1
Keys M.,1
King V.,1
Kleybanova A.,1
Krajicek M.,1
Peer S.,1
Peng S.,1
Mchale C.,1
