Winner,Grass
Nadal R.,7
Federer R.,6
Schuettler R.,5
Safin M.,5
Murray A.,4
Ancic M.,4
Lopez F.,4
Clement A.,4
Gasquet R.,3
Hewitt L.,3
Cilic M.,3
Tipsarevic J.,3
Verdasco F.,3
Wawrinka S.,3
Baghdatis M.,3
Youzhny M.,3
Kiefer N.,2
Reynolds B.,2
Mathieu P.H.,2
Melzer J.,2
Haas T.,2
Gicquel M.,2
Zverev M.,2
Garcia-Lopez G.,2
Stadler S.,2
Berdych T.,2
Bolelli S.,2
Tursunov D.,2
Seppi A.,2
Stepanek R.,2
Simon G.,2
Ferrer D.,2
Rochus O.,1
Robredo T.,1
Soderling R.,1
Troicki V.,1
Roddick A.,1
Petzschner P.,1
Vassallo-Arguello M.,1
Nieminen J.,1
Serra F.,1
Almagro N.,1
Montanes A.,1
Malisse X.,1
Andreev I.,1
Becker B.,1
Bellucci T.,1
Blake J.,1
Bozoljac I.,1
Calleri A.,1
Chardy J.,1
Dancevic F.,1
Del Potro J.M.,1
Djokovic N.,1
Eaton C.,1
Ferrero J.C.,1
Galvani S.,1
Gonzalez F.,1
Grosjean S.,1
Gulbis E.,1
Hanescu V.,1
Johansson T.,1
Levine J.,1
Karanusic R.,1
