Winner,Hard
Federer R.,7
Murray A.,6
Nadal R.,5
Djokovic N.,5
Fish M.,4
Del Potro J.M.,4
Muller G.,4
Roddick A.,4
Nishikori K.,3
Querrey S.,3
Robredo T.,3
Gonzalez F.,3
Monfils G.,3
Wawrinka S.,3
Davydenko N.,3
Andreev I.,3
Stepanek R.,2
Tsonga J.W.,2
Nieminen J.,2
Verdasco F.,2
Karlovic I.,2
Blake J.,2
Simon G.,2
Tursunov D.,2
Cilic M.,2
Nalbandian D.,2
Seppi A.,2
Melzer J.,2
Cipolla F.,2
Ferrer D.,2
Troicki V.,2
Almagro N.,2
Warburg S.,1
Reynolds B.,1
Vanek J.,1
Odesnik W.,1
Safin M.,1
Serra F.,1
Moya C.,1
Acasuso J.,1
Minar I.,1
Mathieu P.H.,1
Alves T.,1
Beck A.,1
Bellucci T.,1
Calleri A.,1
Chardy J.,1
Darcis S.,1
De Heart R.,1
Devilder N.,1
Garcia-Lopez G.,1
Ginepri R.,1
Golubev A.,1
Guccione C.,1
Gulbis E.,1
Haas T.,1
Hanescu V.,1
Karanusic R.,1
Kendrick R.,1
Kohlschreiber P.,1
Llodra M.,1
Lu Y.H.,1
Machado R.,1
Korolev E.,1
