,player,pts_won,net_pts,net_efficiency
0,Grigor Dimitrov,85,98,86.73469387755102
1,Andy Murray,26,32,81.25
2,Dominic Thiem,35,46,76.08695652173914
3,Novak Djokovic,22,31,70.96774193548387
4,Stefanos Tsitsipas,20,29,68.96551724137932
5,Alexander Bublik,23,34,67.64705882352942
6,Hubert Hurkacz,60,96,62.5
7,Stan Wawrinka,18,29,62.06896551724138
8,Ben Shelton,23,39,58.97435897435898
9,Nicolas Jarry,14,26,53.84615384615385
