,player,pts_won,net_pts,net_efficiency
0,Serena Williams,748,1062,70.4331450094162
1,Kiki Bertens,860,1243,69.18744971842317
2,Garbine Muguruza,516,746,69.16890080428955
3,Bianca Andreescu,1455,2109,68.9900426742532
4,Venus Williams,762,1121,67.9750223015165
5,Victoria Azarenka,492,733,67.12141882673943
6,Steffi Graf,710,1072,66.23134328358209
7,Karolina Muchova,500,760,65.78947368421053
8,Elina Svitolina,452,740,61.08108108108108
9,Martina Navratilova,571,1107,51.58084914182475
