Winner,Clay
Wozniacki C.,23
Safina D.,20
Martinez-Sanchez M.J.,19
Pennetta F.,18
Suarez Navarro C.,16
Kuznetsova S.,16
Jankovic J.,15
Dulko G.,14
Szavay A.,14
Rezai A.,13
Bondarenko A.,13
Hradecka L.,13
Schnyder P.,12
Medina Garrigues A.,12
Williams V.,11
Benesova I.,11
Cibulkova D.,11
Vinci R.,11
Lisicki S.,10
Schiavone F.,10
Cirstea S.,10
Wozniak A.,10
Dementieva E.,10
Vesnina E.,10
Groenefeld A.L.,10
Czink M.,9
Razzano V.,9
Petrova N.,9
Bondarenko K.,9
Olaru I.,9
Azarenka V.,9
Bammer S.,9
Bacsinszky T.,9
Makarova E.,9
Dushevina V.,8
Shvedova Y.,8
Errani S.,8
Kirilenko M.,8
Radwanska A.,8
Mayr P.,8
Hantuchova D.,8
Petkovic A.,8
Peer S.,7
Zakopalova K.,7
Garbin T.,7
Bartoli M.,7
Govortsova O.,7
Kleybanova A.,7
Stosur S.,6
Gallovits E.,6
Sharapova M.,6
Wickmayer Y.,6
Safarova L.,6
Kutuzova V.,6
Cornet A.,6
Kudryavtseva A.,6
Li N.,5
Zheng J.,5
Hercog P.,5
Lepchenko V.,5
Groth J.,5
Peng S.,5
Barrois K.,5
Dulgheru A.,5
Kanepi K.,5
Keothavong A.,5
Domachowska M.,5
Dominguez Lino L.,5
Ivanovic A.,4
Pavlyuchenkova A.,4
Mauresmo A.,4
Johansson M.,4
Llagostera Vives N.,4
Rybarikova M.,4
Chakvetadze A.,4
Ani M.,4
Zec Peskiric M.,4
Zahlavova Strycova B.,4
Williams S.,4
Morita A.,4
Zahlavova Strycova B..,3
Cetkovska P.,3
Malek T.,3
Voskoboeva G.,3
Cohen Aloro S.,3
Yakimova A.,3
Paszek T.,3
Kvitova P.,3
Martic P.,3
Niculescu M.,3
Mattek-Sands B.,3
Rus A.,3
De Los Rios R.,3
Radwanska U.,3
Parmentier P.,3
Koryttseva M.,3
Rodionova An.,3
Jozami B.,2
Goerges J.,2
Meusburger Y.,2
Oudin M.,2
Camerin M.E.,2
Amanmuradova A.,2
Kerber A.,2
Coin J.,2
Diyas Z.,2
Ruano Pascual V.,2
Larcherde Brito M.,2
Craybas J.,2
Vaidisova N.,2
Sevastova A.,1
Rogowska O.,1
Sfar S.,1
Ozgen P.,1
Sprem K.,1
Tanasugarn T.,1
Pironkova T.,1
Perry S.,1
Voegele S.,1
Parra Santonja A.,1
Voracova R.,1
Salerni M.E.,1
Wienerova L.,1
Zvonareva V.,1
Foretz S.,1
Allgurin E.,1
Keys M.,1
King V.,1
Klepac A.,1
Diatchenko V.,1
Hladikova T.,1
Dokic J.,1
Dubois S.,1
Duque Marino M.,1
Glatch A.,1
Kustova D.,1
Ivanova E.,1
Brianti A.,1
Ditty J.,1
Loit E.,1
Flipkens K.,1
Morigami A.,1
Arn G.,1
Dzehalevich E.,1
Mirza S.,1
Fernandez-Brugues E.,1
Beygelzimer Y.,1
Marosi K.,1
Bovina E.,1
Bremond S.,1
Sugiyama A.,0
Srebotnik K.,0
Tetreault V.,0
Stosur S. ,0
Dushevina V. ,0
Nara K.,0
Date Krumm K.,0
Vandeweghe C.,0
Dechy N.,0
Date Krumm K. ,0
South M.,0
Clijsters K.,0
Chang K.C.,0
Wickmayer Y. ,0
Chan Y.J.,0
Cavaday N.,0
Bychkova E.,0
Woerle K.,0
Brengle M.,0
Bartoli M. ,0
Baltacha E.,0
Zhang S.,0
Spears A.,0
Gajdosova J.,0
Silva N.,0
Kucova K.,0
Osterloh L.,0
Moore J.,0
Panova A.,0
Mchale C.,0
Martinez-Sanchez M.J. ,0
Marino R.,0
Manasieva V.,0
Peer S. ,0
Lisjak I.,0
Pervak K.,0
Lisicki S. ,0
Pin C.,0
Kulikova R.,0
Pivovarova A.,0
Kremer A.,0
Erakovic M.,0
Krajicek M.,0
Knapp K.,0
Rezai A. ,0
Rodina E.,0
Karatantcheva S.,0
Sadikovic A.,0
Hsieh S.W.,0
Haynes A.,0
Santangelo M.,0
Savchuk O.,0
Scheepers C.,0
O'Brien K.,0
Schruff J.,0
Shaughnessy M.,0
Abduraimova N.,0
