Winner,Hard
Federer R.,6
Wawrinka S.,5
Sock J.,4
Carreno Busta P.,4
Jaziri M.,3
Thiem D.,3
Nishioka Y.,3
Nishikori K.,3
Lajovic D.,3
Young D.,3
Cuevas P.,3
Kyrgios N.,3
Pospisil V.,2
Nadal R.,2
Goffin D.,2
Monfils G.,2
Fritz T.,2
Fognini F.,2
Djokovic N.,2
Mannarino A.,1
Sousa J.,1
Robert S.,1
Ramos-Vinolas A.,1
Pouille L.,1
Struff J.L.,1
Verdasco F.,1
Pella G.,1
Vesely J.,1
Youzhny M.,1
Muller G.,1
Zeballos H.,1
Zverev A.,1
Anderson K.,1
Kohlschreiber P.,1
Lorenzi P.,1
Evans D.,1
Bautista Agut R.,1
Berdych T.,1
Chardy J.,1
Del Potro J.M.,1
Delbonis F.,1
Dimitrov G.,1
Dolgopolov O.,1
Dzumhur D.,1
Edmund K.,1
Fratangelo B.,1
Laaksonen H.,1
Gojowczyk P.,1
Herbert P.H.,1
Isner J.,1
Johnson S.,1
Khachanov K.,1
King D.,1
Klizan M.,1
Bagnis F.,1
Kukushkin M.,1
Zverev M.,1
