Winner,Hard
Federer R.,7
Nadal R.,6
Wawrinka S.,5
Dimitrov G.,5
Zverev M.,4
Raonic M.,4
Tsonga J.W.,4
Goffin D.,4
Thiem D.,3
Murray A.,3
Monfils G.,3
Bautista Agut R.,3
Istomin D.,3
Seppi A.,3
Evans D.,3
Nishikori K.,3
Ferrer D.,2
Troicki V.,2
Carreno Busta P.,2
Kohlschreiber P.,2
Karlovic I.,2
Sock J.,2
Jaziri M.,2
Darcis S.,2
Querrey S.,2
Tomic B.,2
Gasquet R.,2
Simon G.,2
Paire B.,2
Zverev A.,2
Berdych T.,2
Lacko L.,2
Rubin N.,1
Young D.,1
Stepanek R.,1
Whittington A.,1
Rublev A.,1
Sela D.,1
Tiafoe F.,1
Thompson J.,1
Schwartzman D.,1
Baghdatis M.,1
Nishioka Y.,1
Muller G.,1
Berlocq C.,1
Bublik A.,1
Chardy J.,1
Chung H.,1
Cilic M.,1
De Minaur A.,1
Djokovic N.,1
Dolgopolov O.,1
Dutra Silva R.,1
Edmund K.,1
Escobedo E.,1
Estrella Burgos V.,1
Fognini F.,1
Harrison R.,1
Isner J.,1
Johnson S.,1
Khachanov K.,1
Lajovic D.,1
Lorenzi P.,1
Kyrgios N.,1
