Winner,Clay
Errani S.,28
Sharapova M.,19
Williams S.,15
Stosur S.,14
Medina Garrigues A.,13
Cibulkova D.,13
Suarez Navarro C.,13
Kerber A.,12
Radwanska A.,12
Azarenka V.,12
Kanepi K.,12
Li N.,12
Cornet A.,11
Cetkovska P.,10
Hercog P.,10
Kvitova P.,10
Pennetta F.,10
Vinci R.,10
Goerges J.,10
Petrova N.,10
Begu I.,10
Halep S.,9
Johansson M.,9
Zakopalova K.,8
Arvidsson S.,8
Larsson J.,8
Schiavone F.,8
Shvedova Y.,8
Williams V.,8
Safarova L.,7
Pavlyuchenkova A.,7
Wickmayer Y.,7
Lepchenko V.,7
Erakovic M.,7
Zahlavova Strycova B.,7
Cabeza-Candela E.,7
Stephens S.,7
Tatishvili A.,6
Hradecka L.,6
Ivanovic A.,6
Peer S.,6
Panova A.,6
Wozniak A.,6
Rus A.,6
Barthel M.,6
Knapp K.,6
Cirstea S.,6
Duque Marino M.,5
Pous-Tio L.,5
Pironkova T.,5
Dominguez Lino L.,5
Scheepers C.,5
Soler Espinosa S.,5
Martic P.,5
Vesnina E.,5
Bertens K.,5
Wozniacki C.,5
Arruabarrena-Vecino L.,5
Minella M.,4
Mchale C.,4
Gallovits E.,4
Kuznetsova S.,4
Pervak K.,4
Babos T.,4
Voskoboeva G.,4
Cadantu A.,4
Foretz S.,3
Mayr P.,3
Bartoli M.,3
Kirilenko M.,3
King V.,3
Brianti A.,3
Makarova E.,3
Tsurenko L.,3
Czink M.,3
Govortsova O.,3
Parmentier P.,3
Radwanska U.,3
Ormaechea P.,3
Robson L.,3
Muguruza Blanco G.,3
Morita A.,3
Lisicki S.,2
Zheng J.,2
Watson H.,2
Razzano V.,2
Voegele S.,2
Rodionova An.,2
Rybarikova M.,2
Lucic M.,2
Krajicek M.,2
Van Uytvanck A.,2
Martinez-Sanchez M.J.,2
Peng S.,2
Meusburger Y.,2
Scholl C.,2
Amanmuradova A.,2
Zvonareva V.,2
Beygelzimer Y.,2
Craybas J.,2
Bondarenko K.,2
Bratchikova N.,2
Hlavackova A.,2
Gajdosova J.,2
Hsieh S.W.,2
Oudin M.,1
Feuerstein C.,1
Niculescu M.,1
Oprandi R.,1
Paszek T.,1
Pavlovic I.,1
Camerin M.E.,1
Falconi I.,1
Glatch A.,1
Petkovic A.,1
Evtimova D.,1
Pfizenmaier D.,1
Dushevina V.,1
Dulko G.,1
Castano C.,1
Rampre P.,1
Chan Y.J.,1
Cohen J.,1
Daniilidou E.,1
Savinykh V.,1
Birnerova E.,1
Davis L.,1
Gronert S.,1
Mattek-Sands B.,1
Bacsinszky T.,1
Karatantcheva S.,1
Benesova I.,1
Jovanovski B.,1
Lukacs V.,1
Jones S.,1
Arn G.,1
Jankovic J.,1
Marosi K.,1
Hogenkamp R.,1
Hermoso X.,1
Koehler M.J.,1
Hampton J.,1
Zheng S.,0
Zaniewska S.,0
Sharipova S.,0
Solovieva V.,0
South M.,0
Zhou Y.M.,0
Sema E.,0
Clijsters K.,0
Chang K.C.,0
Zhang S.,0
Vandeweghe C.,0
Tanasugarn T.,0
Chakvetadze A.,0
Cepelova J.,0
Vekic D.,0
Baltacha E.,0
Yakimova A.,0
Burdette M.,0
Beck A.,0
Bouchard E.,0
Date Krumm K.,0
Beck An.,0
Krunic A.,0
Putintseva Y.,0
Dellacqua C.,0
Malek T.,0
Giorgi C.,0
Nara K.,0
Moore T.,0
Mladenovic K.,0
Mirza S.,0
Hantuchova D.,0
Luangnam N.,0
Gavrilova D.,0
Keothavong A.,0
Keys M.,0
Lee S.R.,0
Kleybanova A.,0
Larcherde Brito M.,0
Konta J.,0
Gibbs N.,0
Garcia C.,0
Diatchenko V.,0
Rezai A.,0
Doi M.,0
Dokic J.,0
Rogowska O.,0
Dolonc V.,0
Rodina E.,0
Domachowska M.,0
Duan Y.Y.,0
Flipkens K.,0
Dubois S.,0
Dulgheru A.,0
Kudryavtseva A.,0
Puchkova O.,0
Pliskova Kr.,0
Pliskova Ka.,0
Abramovic M.,0
