Winner,Hard
Azarenka V.,47
Wozniacki C.,42
Radwanska A.,41
Kerber A.,36
Bartoli M.,34
Sharapova M.,33
Li N.,30
Vinci R.,27
Williams S.,26
Jankovic J.,26
Stosur S.,25
Kvitova P.,24
Ivanovic A.,24
Barthel M.,23
Errani S.,23
Goerges J.,22
Cirstea S.,22
Kirilenko M.,22
Hantuchova D.,21
Petrova N.,20
Cibulkova D.,19
Wickmayer Y.,19
Scheepers C.,18
Safarova L.,18
Radwanska U.,17
Makarova E.,17
Arvidsson S.,17
Zheng J.,17
Peng S.,16
Lepchenko V.,15
Jovanovski B.,15
Hsieh S.W.,15
Mchale C.,14
Halep S.,14
Williams V.,14
Martic P.,13
Niculescu M.,13
Kanepi K.,13
Hradecka L.,12
King V.,12
Stephens S.,12
Begu I.,11
Rybarikova M.,11
Zakopalova K.,11
Pavlyuchenkova A.,11
Pironkova T.,11
Clijsters K.,11
Wozniak A.,10
Watson H.,10
Hampton J.,10
Parmentier P.,10
Pervak K.,10
Flipkens K.,10
Dominguez Lino L.,10
Robson L.,10
Suarez Navarro C.,10
Benesova I.,9
Lisicki S.,9
Kuznetsova S.,9
Chang K.C.,9
Erakovic M.,9
Cornet A.,9
Peer S.,8
Paszek T.,8
Pennetta F.,8
Petkovic A.,8
Voskoboeva G.,8
Dellacqua C.,8
Govortsova O.,8
Medina Garrigues A.,8
Tatishvili A.,8
Bratchikova N.,7
Babos T.,7
Daniilidou E.,7
Soler Espinosa S.,7
Doi M.,7
Minella M.,7
Schiavone F.,7
Oprandi R.,7
Puchkova O.,6
Arn G.,6
Larsson J.,6
Zahlavova Strycova B.,6
Vandeweghe C.,6
Cadantu A.,6
Brianti A.,6
Vesnina E.,6
Panova A.,5
Shvedova Y.,5
Mladenovic K.,5
Krajicek M.,5
Morita A.,5
Zvonareva V.,5
Cetkovska P.,5
Bouchard E.,5
Bertens K.,5
Gajdosova J.,5
Hlavackova A.,5
Dushevina V.,4
Tanasugarn T.,4
Tsurenko L.,4
Vekic D.,4
Burdette M.,4
Birnerova E.,4
Hercog P.,4
Mayr P.,4
Mattek-Sands B.,4
Foretz S.,4
Cohen J.,4
Keothavong A.,4
Bondarenko K.,3
Lucic M.,3
Oudin M.,3
Dokic J.,3
Cepelova J.,3
Muguruza Blanco G.,3
Rodionova An.,3
Davis L.,3
Giorgi C.,3
Mirza S.,3
Rogowska O.,3
Arruabarrena-Vecino L.,3
Czink M.,3
Martinez-Sanchez M.J.,3
Chan Y.J.,3
Chakvetadze A.,3
Savinykh V.,2
Date Krumm K.,2
Pliskova Kr.,2
Falconi I.,2
Dolonc V.,2
Razzano V.,2
Solovieva V.,2
Gibbs N.,2
Gallovits E.,2
Larcherde Brito M.,2
Malek T.,2
Baltacha E.,2
Konta J.,2
Johansson M.,2
Zheng S.,2
Krunic A.,2
Kudryavtseva A.,2
Zhang S.,2
Karatantcheva S.,2
Zhou Y.M.,1
Rus A.,1
Diatchenko V.,1
Sema E.,1
Cabeza-Candela E.,1
Craybas J.,1
Sharipova S.,1
Zaniewska S.,1
Bacsinszky T.,1
Beck A.,1
Beck An.,1
Kleybanova A.,1
Pous-Tio L.,1
Rodina E.,1
Dulko G.,1
Keys M.,1
Amanmuradova A.,1
Lee S.R.,1
Jones S.,1
Luangnam N.,1
Glatch A.,1
Nara K.,1
Rezai A.,1
Garcia C.,1
Ormaechea P.,1
Abramovic M.,1
Rampre P.,1
Domachowska M.,1
Dulgheru A.,1
Putintseva Y.,1
Duan Y.Y.,1
Dubois S.,1
Knapp K.,1
Pliskova Ka.,1
Duque Marino M.,0
Beygelzimer Y.,0
Koehler M.J.,0
Hogenkamp R.,0
Yakimova A.,0
Lukacs V.,0
Marosi K.,0
Hermoso X.,0
Meusburger Y.,0
Gronert S.,0
South M.,0
Scholl C.,0
Voegele S.,0
Moore T.,0
Gavrilova D.,0
Camerin M.E.,0
Pfizenmaier D.,0
Castano C.,0
Pavlovic I.,0
Feuerstein C.,0
Evtimova D.,0
Van Uytvanck A.,0
