Winner,Grass
Paszek T.,9
Kerber A.,9
Vinci R.,7
Petrova N.,7
Williams S.,7
Radwanska A.,6
Radwanska U.,6
Makarova E.,6
Oudin M.,6
Clijsters K.,6
Zheng J.,6
Schiavone F.,5
Zakopalova K.,5
Watson H.,5
Azarenka V.,5
Hsieh S.W.,5
Lisicki S.,4
Kvitova P.,4
Kirilenko M.,4
Bartoli M.,4
Jankovic J.,4
Shvedova Y.,3
Czink M.,3
Peng S.,3
Vesnina E.,3
Erakovic M.,3
Sharapova M.,3
Pironkova T.,3
Falconi I.,3
Doi M.,3
Pavlyuchenkova A.,3
Flipkens K.,3
Foretz S.,3
Mchale C.,3
Ivanovic A.,3
Giorgi C.,3
Rus A.,3
Hlavackova A.,3
Errani S.,2
Keothavong A.,2
Safarova L.,2
Goerges J.,2
Stephens S.,2
Zvonareva V.,2
Lepchenko V.,2
Dellacqua C.,2
Cepelova J.,2
Arvidsson S.,2
Babos T.,2
Baltacha E.,2
Medina Garrigues A.,2
Wozniak A.,2
Bondarenko K.,2
Lucic M.,2
Wickmayer Y.,2
Cetkovska P.,2
Cirstea S.,2
Cibulkova D.,2
Robson L.,2
Pliskova Kr.,1
Karatantcheva S.,1
Peer S.,1
Johansson M.,1
Panova A.,1
Jovanovski B.,1
Oprandi R.,1
Hantuchova D.,1
Pennetta F.,1
Larcherde Brito M.,1
Niculescu M.,1
Razzano V.,1
Moore T.,1
Li N.,1
Morita A.,1
Hampton J.,1
Begu I.,1
Tatishvili A.,1
Voskoboeva G.,1
Stosur S.,1
South M.,1
Yakimova A.,1
Bertens K.,1
Dominguez Lino L.,1
Cornet A.,1
Dubois S.,1
Soler Espinosa S.,1
Govortsova O.,1
Scheepers C.,1
Rodionova An.,1
Gavrilova D.,1
Nara K.,0
Vandeweghe C.,0
Vekic D.,0
Voegele S.,0
Zhou Y.M.,0
Williams V.,0
Zaniewska S.,0
Wozniacki C.,0
Zahlavova Strycova B.,0
Pavlovic I.,0
Zheng S.,0
Parmentier P.,0
Zhang S.,0
Ormaechea P.,0
Van Uytvanck A.,0
Petkovic A.,0
Tsurenko L.,0
Pervak K.,0
Rogowska O.,0
Rezai A.,0
Rybarikova M.,0
Muguruza Blanco G.,0
Rampre P.,0
Scholl C.,0
Sema E.,0
Sharipova S.,0
Putintseva Y.,0
Solovieva V.,0
Puchkova O.,0
Pous-Tio L.,0
Pliskova Ka.,0
Pfizenmaier D.,0
Suarez Navarro C.,0
Rodina E.,0
Tanasugarn T.,0
Savinykh V.,0
Abramovic M.,0
Mladenovic K.,0
Chakvetadze A.,0
Chang K.C.,0
Cohen J.,0
Craybas J.,0
Daniilidou E.,0
Date Krumm K.,0
Davis L.,0
Diatchenko V.,0
Dokic J.,0
Dolonc V.,0
Domachowska M.,0
Duan Y.Y.,0
Dulgheru A.,0
Dulko G.,0
Duque Marino M.,0
Dushevina V.,0
Chan Y.J.,0
Castano C.,0
Mirza S.,0
Camerin M.E.,0
Arn G.,0
Arruabarrena-Vecino L.,0
Bacsinszky T.,0
Barthel M.,0
Beck A.,0
Beck An.,0
Benesova I.,0
Beygelzimer Y.,0
Birnerova E.,0
Bouchard E.,0
Bratchikova N.,0
Brianti A.,0
Burdette M.,0
Cabeza-Candela E.,0
Cadantu A.,0
Evtimova D.,0
Feuerstein C.,0
Gajdosova J.,0
Gallovits E.,0
Krunic A.,0
Kudryavtseva A.,0
Amanmuradova A.,0
Larsson J.,0
Lee S.R.,0
Luangnam N.,0
Lukacs V.,0
Malek T.,0
Marosi K.,0
Martic P.,0
Martinez-Sanchez M.J.,0
Mattek-Sands B.,0
Mayr P.,0
Meusburger Y.,0
Minella M.,0
Krajicek M.,0
Konta J.,0
Koehler M.J.,0
Hermoso X.,0
Garcia C.,0
Gibbs N.,0
Glatch A.,0
Gronert S.,0
Halep S.,0
Hercog P.,0
Hogenkamp R.,0
Knapp K.,0
Hradecka L.,0
Jones S.,0
Kanepi K.,0
Keys M.,0
King V.,0
Kleybanova A.,0
Kuznetsova S.,0
