Winner,Hard
Pliskova Ka.,34
Kenin S.,33
Barty A.,33
Svitolina E.,33
Andreescu B.,31
Bencic B.,30
Osaka N.,30
Bertens K.,30
Sabalenka A.,29
Kvitova P.,26
Mertens E.,24
Hsieh S.W.,23
Yastremska D.,23
Alexandrova E.,22
Pavlyuchenkova A.,21
Vekic D.,21
Halep S.,21
Linette M.,19
Goerges J.,19
Kerber A.,19
Muchova K.,18
Ostapenko J.,18
Kontaveit A.,17
Mladenovic K.,17
Wang Yaf.,17
Peterson R.,17
Riske A.,17
Muguruza G.,17
Van Uytvanck A.,17
Zheng S.,16
Williams S.,16
Putintseva Y.,16
Williams V.,16
Keys M.,16
Tomljanovic A.,15
Kuzmova V.,15
Wang Q.,15
Martic P.,14
Kudermetova V.,14
Giorgi C.,13
Vondrousova M.,13
Wozniacki C.,12
Flipkens K.,12
Rybakina E.,12
Cornet A.,12
Sasnovich A.,12
Blinkova A.,11
Sakkari M.,11
Zhang S.,11
Cirstea S.,11
Azarenka V.,10
Jabeur O.,10
Tsurenko L.,10
Petkovic A.,10
Collins D.,10
Sevastova A.,10
Kuznetsova S.,9
Pliskova Kr.,9
Brady J.,9
Kasatkina D.,9
Siniakova K.,9
Anisimova A.,9
Stephens S.,9
Stosur S.,9
Konta J.,9
Kozlova K.,8
Ahn K.,8
Doi M.,8
Gauff C.,8
Suarez Navarro C.,8
Bouzkova M.,8
Garcia C.,8
Niculescu M.,7
Swiatek I.,7
Siegemund L.,7
Kalinskaya A.,7
Sharapova M.,7
Peng S.,7
Golubic V.,7
Gasparyan M.,7
Parmentier P.,7
Maria T.,7
Potapova A.,6
Pegula J.,6
Mchale C.,6
Puig M.,6
Zvonareva V.,6
Hercog P.,6
Diyas Z.,6
Begu I.,6
Hibino N.,6
Zhu L.,5
Davis L.,5
Stojanovic N.,5
Strycova B.,5
Pera B.,5
Sorribes Tormo S.,5
Bonaventure Y.,5
Barthel M.,5
Mcnally C.,4
Ferro F.,4
Brengle M.,4
Watson H.,4
Bouchard E.,4
Buzarnescu M.,4
Townsend T.,4
Hon P.,4
Bacsinszky T.,4
Babos T.,4
Schmiedlova A.,4
Zavatska K.,4
Voegele S.,4
Rybarikova M.,4
Zidansek T.,4
Birrell K.,3
Vikhlyantseva N.,3
Minnen G.,3
Vickery S.,3
Kanepi K.,3
Krunic A.,3
Hives Z.,3
Jorovic I.,3
Jakupovic D.,3
Badosa P.,2
Paolini J.,2
Flink V.,2
Kovinic D.,2
Tig P.M.,2
Bogdan A.,2
Wang Xiy.,2
Lottner A.,2
Gavrilova D.,2
Di Lorenzo F.,2
Wang Xin.,2
Gracheva V.,2
Nara K.,2
Martincova T.,2
Rodina E.,2
Larsson J.,1
Cibulkova D.,1
Schoofs B.,1
Sharma A.,1
Tomova V.,1
Vandeweghe C.,1
Boulter K.,1
Smitkova T.,1
Bolsova A.,1
Dart H.,1
Bolkvadze M.,1
Rus A.,1
Kawa K.,1
Allertova D.,1
Arn G.,1
Arruabarrena L.,1
Lapko V.,1
Aiava D.,1
Liu F.,1
Wickmayer Y.,1
Mattek-Sands B.,1
Hibi M.,1
Haddad Maia B.,1
Gibbs N.,1
Wang X.,1
Osuigwe W.,1
Baptiste H.,1
Friedsam A.L.,1
Fett J.,1
Duan Y.Y.,1
Badosa Gibert P.,0
Teichmann J.,0
Bara I.,0
Trevisan M.,0
Waltert S.,0
Kiick A.,0
Bolsova Zadoinov A.,0
Ormaechea P.,0
Korpatsch T.,0
Kostyuk M.,0
Kalinina A.,0
Krejcikova B.,0
Kucova K.,0
Juvan K.,0
Ivakhnenko V.,0
Lepchenko V.,0
Lumsden M.,0
Marcinkevica D.,0
Hesse A.,0
Minella M.,0
Han X.,0
Osorio Serrano M.C.,0
Stollar F.,0
Paar L.I.,0
Paquet C.,0
Gatto-Monticone G.,0
Parry D.,0
Fourlis J.,0
Errani S.,0
Di Giuseppe M.,0
Ruse E.G.,0
Cristian J.,0
Samsonova L.,0
Cepelova J.,0
Ce G.,0
Shinikova I.,0
Rogers S.,0
