Winner,Hard
Djokovic N.,7
Nadal R.,6
Murray A.,5
Federer R.,5
Tipsarevic J.,4
Roddick A.,4
Tsonga J.W.,4
Isner J.,4
Simon G.,3
Ferrer D.,3
Muller G.,3
Monaco J.,3
Dolgopolov O.,3
Fish M.,3
Ferrero J.C.,3
Young D.,3
Benneteau J.,2
Karlovic I.,2
Mayer F.,2
Kunitsyn I.,2
Lopez F.,2
Granollers M.,2
Nalbandian D.,2
Verdasco F.,2
Haas T.,2
Anderson K.,2
Bogomolov A.,2
Davydenko N.,2
Berdych T.,2
Cilic M.,2
Del Potro J.M.,2
Chela J.I.,2
Sela D.,1
Petzschner P.,1
Pospisil V.,1
Bubka S.,1
Gulbis E.,1
Darcis S.,1
Sock J.,1
Starace P.,1
Stepanek R.,1
Blake J.,1
Tomic B.,1
Berlocq C.,1
Wawrinka S.,1
Cipolla F.,1
Monfils G.,1
Ginepri R.,1
Fognini F.,1
Haase R.,1
Ilhan M.,1
Gasquet R.,1
Istomin D.,1
Garcia-Lopez G.,1
Junqueira D.,1
Kukushkin M.,1
Melzer J.,1
Falla A.,1
Lisnard J.R.,1
Ljubicic I.,1
Llodra M.,1
Dutra Da Silva R.,1
Mahut N.,1
Jaziri M.,1
