Winner,Grass
Tursunov D.,5
Dodig I.,4
Baghdatis M.,3
Malisse X.,3
Bogomolov A.,2
Gabashvili T.,2
Giraldo S.,2
Gremelmayr D.,2
Berrer M.,1
Haase R.,1
Haider-Maurer A.,1
Huta Galung J.,1
Mahut N.,1
Marti J.,1
Nieminen J.,1
Volandri F.,1
