,player,passed_at_net,net_pts,passing_shot
0,Steffi Graf,29,141,20.56737588652482
1,Victoria Azarenka,18,106,16.9811320754717
2,Gabriela Sabatini,20,139,14.388489208633093
3,Hana Mandlikova,29,203,14.285714285714285
4,Martina Navratilova,92,721,12.76005547850208
5,Taylor Townsend,31,262,11.83206106870229
6,Venus Williams,18,155,11.612903225806452
7,Serena Williams,31,283,10.954063604240282
8,Bianca Andreescu,24,249,9.63855421686747
9,Karolina Muchova,23,264,8.712121212121213
