Winner,Hard
Jankovic J.,42
Wozniacki C.,39
Zvonareva V.,38
Petrova N.,32
Safina D.,29
Radwanska A.,29
Kuznetsova S.,29
Pennetta F.,27
Williams V.,26
Ivanovic A.,26
Dementieva E.,25
Schnyder P.,24
Williams S.,24
Cibulkova D.,23
Srebotnik K.,23
Li N.,22
Bartoli M.,21
Medina Garrigues A.,21
Sugiyama A.,20
Azarenka V.,20
Mauresmo A.,20
Kirilenko M.,19
Bammer S.,19
Peer S.,19
Hantuchova D.,18
Peng S.,18
Davenport L.,18
Sharapova M.,17
Kanepi K.,17
Schiavone F.,17
Paszek T.,16
Henin J.,16
Wozniak A.,16
Lisicki S.,14
Craybas J.,14
Errani S.,13
Chakvetadze A.,13
Zheng J.,13
Govortsova O.,12
Arvidsson S.,11
Cirstea S.,11
Bondarenko A.,11
Vaidisova N.,11
Pin C.,11
Stosur S.,10
Dellacqua C.,10
Mattek B.,10
Cornet A.,10
Chan Y.J.,10
Amanmuradova A.,9
Dechy N.,9
Safarova L.,9
Kudryavtseva A.,9
Domachowska M.,9
Mirza S.,9
Vesnina E.,9
Harkleroad A.,9
Rezai A.,8
Larcherde Brito M.,8
Kleybanova A.,8
Tanasugarn T.,8
Makarova E.,8
Erakovic M.,8
Garbin T.,8
Razzano V.,7
Daniilidou E.,7
Dushevina V.,7
Benesova I.,7
Knapp K.,7
Bacsinszky T.,6
Olaru I.,6
Niculescu M.,6
Dubois S.,6
Czink M.,6
Parmentier P.,6
Kvitova P.,6
Rodionova A.,6
Zakopalova K.,6
Goerges J.,5
Voskoboeva G.,5
Yuan M.,5
Gallovits E.,5
Koryttseva M.,5
Rybarikova M.,5
Ruano Pascual V.,5
Yan Z.,5
Wickmayer Y.,5
Pironkova T.,5
King V.,5
Kerber A.,5
Bychkova E.,5
Szavay A.,5
Morita A.,4
Savchuk O.,4
Bremond S.,4
Hsieh S.W.,4
Shvedova Y.,4
Groenefeld A.L.,4
Perebiynis T.,4
Bondarenko K.,4
Haynes A.,4
Camerin M.E.,3
Manasieva V.,3
Pavlyuchenkova A.,3
Ditty J.,3
Meusburger Y.,3
Dulko G.,3
Gajdosova J.,3
Rus A.,3
Osterloh L.,3
Oudin M.,3
Rodina E.,3
Keothavong A.,3
Moore J.,2
Morigami A.,2
Nakamura A.,2
Obziler T.,2
Golovin T.,2
Poutchkova O.,2
Castano C.,2
Jackson J.,2
Klepac A.,2
Voracova R.,2
Vinci R.,2
Vakulenko J.,2
Kremer A.,2
Radwanska U.,2
Bovina E.,2
Lapushchenkova A.,2
Suarez Navarro C.,2
Llagostera Vives N.,2
Coin J.,2
De Los Rios R.,2
Martic P.,2
Schruff J.,2
Rao S.,1
Cohen Aloro S.,1
Gullickson C.,1
Sprem K.,1
Rolle A.,1
Cetkovska P.,1
Santangelo M.,1
Sequera M.,1
Shapatava S.,1
South M.,1
Szatmari A.,1
Tetreault V.,1
Tu M.,1
Arn G.,1
Xu Y.F.,1
Zahlavova S.,1
Puchkova O.,1
Adamczak M.,1
Poutchek T.,1
Dokic J.,1
Fujiwara R.,1
Fuda R.,1
Kloesel S.,1
Kulikova R.,1
Fedak Y.,1
Laine E.,1
Larsson J.,1
Lepchenko V.,1
Duque Marino M.,1
Loit E.,1
Lu J.J.,1
Malek T.,1
Mamic S.,1
Marino R.,1
Liu A.,1
Pavlyuchen. A.,1
Panova A.,1
Molik A.,1
Muller M.,1
O'Brien K.,1
Palkina K.,1
Pivovarova A.,1
Sanchez O.,0
Bachmann A.,0
Vierin N.,0
Kondratieva M.,0
Compostizode E.,0
Vrljic A.,0
Klaffner M.,0
Baltacha E.,0
Jozami B.,0
Karatantcheva S.,0
Krajicek M.,0
Yakimova A.,0
Johansson M.,0
Ivanova E.,0
Hradecka L.,0
Zahlavova Strycova B.,0
Hladikova T.,0
Ani M.,0
Kostanic Tosic J.,0
Flipkens K.,0
Kucova Z.,0
Stevenson A.,0
Mayr P.,0
Cavaday N.,0
Dominguez Lino L.,0
Martinez-Sanchez M.J.,0
Marosi K.,0
Sfar S.,0
Chakhnashvili M.,0
Camerin M.,0
Pliskova Kar.,0
Ungur L.,0
Pandzic J.,0
Rodionova Ar.,0
Sun T.T.,0
Parra Santonja A.,0
Chvojkova V.,0
Han X.,0
Torres Sandoval M.,0
Salerni M.E.,0
Dentoni C.,0
