Winner,Clay
Cornet A.,23
Pennetta F.,20
Medina Garrigues A.,18
Azarenka V.,16
Zvonareva V.,15
Zakopalova K.,15
Kirilenko M.,15
Srebotnik K.,14
Jankovic J.,14
Errani S.,14
Dementieva E.,14
Safina D.,14
Radwanska A.,14
Szavay A.,14
Sharapova M.,13
Koryttseva M.,13
Benesova I.,13
Williams S.,11
Kanepi K.,11
Llagostera Vives N.,11
Dulko G.,11
Cirstea S.,10
Parmentier P.,10
Pironkova T.,10
Suarez Navarro C.,10
Ivanovic A.,10
Schnyder P.,9
Craybas J.,8
Cibulkova D.,8
Bondarenko A.,8
Govortsova O.,8
Cetkovska P.,8
Wozniacki C.,7
Kuznetsova S.,7
Gallovits E.,7
Klepac A.,6
Kvitova P.,6
Safarova L.,6
Bacsinszky T.,6
Dominguez Lino L.,6
Amanmuradova A.,6
Arn G.,6
Sprem K.,6
Muller M.,5
Cohen Aloro S.,5
De Los Rios R.,5
Petrova N.,5
Chakvetadze A.,5
Garbin T.,5
Knapp K.,4
Kleybanova A.,4
Schiavone F.,4
Rybarikova M.,4
Williams V.,4
Martinez-Sanchez M.J.,4
Mauresmo A.,4
Savchuk O.,4
Salerni M.E.,4
Pavlyuchenkova A.,4
Peng S.,4
Perebiynis T.,4
Hradecka L.,4
Sugiyama A.,4
Razzano V.,4
Rezai A.,4
Meusburger Y.,4
Makarova E.,4
Dellacqua C.,4
Ani M.,4
Chan Y.J.,4
Davenport L.,4
Groenefeld A.L.,3
Duque Marino M.,3
Dushevina V.,3
Domachowska M.,3
Bammer S.,3
Loit E.,3
Schruff J.,3
Vinci R.,3
Voskoboeva G.,3
Castano C.,3
Sanchez O.,3
Bartoli M.,3
Jozami B.,3
Johansson M.,3
Czink M.,2
Hladikova T.,2
Bondarenko K.,2
Zheng J.,2
Mayr P.,2
Ivanova E.,2
Mattek B.,2
Zahlavova Strycova B.,2
Ruano Pascual V.,2
Marosi K.,2
Mamic S.,2
Rodionova A.,2
Lisicki S.,2
Chakhnashvili M.,2
Stosur S.,2
Peer S.,2
Vesnina E.,2
Dentoni C.,2
Wozniak A.,2
King V.,2
Pliskova Kar.,2
Pin C.,2
Yan Z.,2
Nakamura A.,1
Morita A.,1
Poutchek T.,1
Compostizode E.,1
Camerin M.E.,1
Niculescu M.,1
Camerin M.,1
Dechy N.,1
Rodionova Ar.,1
Obziler T.,1
Pandzic J.,1
Chvojkova V.,1
Sfar S.,1
Sequera M.,1
Stevenson A.,1
Parra Santonja A.,1
Henin J.,1
Vierin N.,1
Torres Sandoval M.,1
Kondratieva M.,1
Vrljic A.,1
Kucova Z.,1
Bachmann A.,1
Dubois S.,1
Vakulenko J.,1
Ungur L.,1
Lepchenko V.,1
Arvidsson S.,1
Flipkens K.,1
Klaffner M.,1
Yakimova A.,1
Karatantcheva S.,1
Han X.,1
Sun T.T.,1
Erakovic M.,1
Kostanic Tosic J.,1
Baltacha E.,0
Cavaday N.,0
Xu Y.F.,0
Santangelo M.,0
Yuan M.,0
Zahlavova S.,0
Bovina E.,0
Wickmayer Y.,0
Voracova R.,0
Vaidisova N.,0
Tu M.,0
Tetreault V.,0
Shapatava S.,0
Bychkova E.,0
Shvedova Y.,0
South M.,0
Tanasugarn T.,0
Bremond S.,0
Szatmari A.,0
Rus A.,0
Ditty J.,0
Rolle A.,0
Lu J.J.,0
Li N.,0
Larsson J.,0
Larcherde Brito M.,0
Lapushchenkova A.,0
Laine E.,0
Fuda R.,0
Fujiwara R.,0
Kulikova R.,0
Kudryavtseva A.,0
Kremer A.,0
Krajicek M.,0
Gajdosova J.,0
Goerges J.,0
Kloesel S.,0
Golovin T.,0
Gullickson C.,0
Kerber A.,0
Keothavong A.,0
Hantuchova D.,0
Jackson J.,0
Harkleroad A.,0
Hsieh S.W.,0
Haynes A.,0
Liu A.,0
Fedak Y.,0
Rodina E.,0
Malek T.,0
Coin J.,0
Rao S.,0
Radwanska U.,0
Puchkova O.,0
Poutchkova O.,0
Pivovarova A.,0
Daniilidou E.,0
Pavlyuchen. A.,0
Paszek T.,0
Dokic J.,0
Panova A.,0
Palkina K.,0
Oudin M.,0
Osterloh L.,0
Olaru I.,0
O'Brien K.,0
Morigami A.,0
Moore J.,0
Molik A.,0
Mirza S.,0
Martic P.,0
Marino R.,0
Manasieva V.,0
Adamczak M.,0
