Winner,Grass
Alexandrova E.,11
Keys M.,9
Vondrousova M.,9
Kvitova P.,8
Ostapenko J.,8
Jabeur O.,7
Kudermetova V.,7
Vekic D.,7
Swiatek I.,7
Boulter K.,7
Sabalenka A.,6
Kasatkina D.,6
Burrage J.,6
Pegula J.,6
Garcia C.,6
Siniakova K.,6
Sasnovich A.,5
Cornet A.,5
Rybakina E.,5
Potapova A.,5
Blinkova A.,5
Krejcikova B.,5
Dart H.,5
Svitolina E.,5
Samsonova L.,4
Zhu L.,4
Azarenka V.,4
Haddad Maia B.,4
Andreescu B.,4
Martic P.,4
Giorgi C.,4
Frech M.,4
Gauff C.,4
Sakkari M.,4
Linette M.,4
Bronzetti L.,4
Masarova R.,3
Bouzkova M.,3
Bektas E.,3
Bencic B.,3
Bogdan A.,3
Golubic V.,3
Gracheva V.,3
Hruncakova V.,3
Kalinina A.,3
Andreeva M.,3
Watson H.,3
Cirstea S.,3
Tsurenko L.,3
Navarro E.,3
Kostyuk M.,2
Mandlik E.,2
Kenin S.,2
Niemeier J.,2
Galfi D.,2
Stevanovic N.,2
Naef C.,2
Podoroska N.,2
Krueger A.,2
Mcnally C.,2
Marino R.,2
Avanesyan E.,2
Cocciaretto E.,2
Fernandez L.A.,2
Fruhvirtova L.,2
Juvan K.,1
Korpatsch T.,1
Teichmann J.,1
Pera B.,1
Vickery S.,1
Strycova B.,1
Kontaveit A.,1
Parry D.,1
Parks A.,1
Bai Z.,1
Wang Xin.,1
Noskova L.,1
Cristian J.,1
Collins D.,1
Kudermetova P.,1
Snigur D.,1
Sorribes Tormo S.,1
Sherif M.,1
Osorio M.,1
Tomova V.,1
Brengle M.,1
Birrell K.,1
Fourlis J.,1
Begu I.,1
Rodina E.,1
Errani S.,1
Zhao C.,1
Minnen G.,1
Mertens E.,1
Bucsa C.,1
Wang Xiy.,1
Martincova T.,1
Badosa P.,1
Stephens S.,1
Williams V.,1
Maria T.,1
Pliskova Ka.,1
Stearns P.,0
Stefanini L.,0
Gadecki O.,0
Siegemund L.,0
Sramkova R.,0
Siskova A.,0
Shymanovich I.,0
Shnaider D.,0
Sharma A.,0
Sebov K.,0
Schmiedlova A.,0
Savinykh V.,0
Saville D.,0
Baindl K.,0
Baptiste H.,0
Bartunkova N.,0
Sakatsume H.,0
Stollar F.,0
Tig P.M.,0
Back D.,0
Yuan Y.,0
Wang Y.,0
Anisimova A.,0
Wickmayer Y.,0
Wozniacki C.,0
Yastremska D.,0
You X.,0
Zakharova A.,0
Babos T.,0
Zanevska M.,0
Zavatska K.,0
Zhang S.,0
Zheng Q.,0
Andreeva E.,0
Zidansek T.,0
Waltert S.,0
Anshba A.,0
Von Deichmann K.,0
Volynets K.,0
Arango E.,0
Vandeweghe C.,0
Van Uytvanck A.,0
Udvardy P.,0
Uchijima M.,0
Trevisan M.,0
Townsend T.,0
Toth A.,0
Tomljanovic A.,0
Timofeeva M.,0
Rus A.,0
Tauson C.,0
Tan H.,0
Ruse E.G.,0
Ponchet J.,0
Routliffe E.,0
Davis L.,0
Doi M.,0
Kalinskaya A.,0
Kanepi K.,0
Dodin O.,0
Kawa K.,0
Day K.,0
Korneeva A.,0
Burillo I.,0
Danilovic O.,0
Kovinic D.,0
Kraus S.,0
Kuzmova V.,0
Buyukakcay C.,0
Lansere S.,0
Jones F.,0
Jeanjean L.,0
Janicijevic S.,0
Jang S.,0
Jakupovic D.,0
Dolehide C.,0
Hunter S.,0
Eikeri U.,0
Hontama M.,0
Hon P.,0
Hibino N.,0
Hatouka Y.,0
Hartono A.,0
Han N.L.,0
Grabher J.,0
Fett J.,0
Friedsam A.L.,0
Li A.,0
Liu C.,0
Rosatello C.,0
Bjorklund M.,0
Pavlyuchenkova A.,0
Bonaventure Y.,0
Peterson R.,0
Pigato L.,0
Pigossi L.,0
Bolsova A.,0
Prozorova T.,0
Lys E.,0
Putintseva Y.,0
Raducanu E.,0
Raina A.,0
Rakhimova K.,0
Riera J.,0
Rogers S.,0
Parrizas Diaz N.,0
Paquet C.,0
Papamichail D.,0
Paolini J.,0
Bondar A.,0
Noha Akugue N.,0
Bouchard E.,0
Brady J.,0
Brancaccio N.,0
Muchova K.,0
Montgomery R.,0
Miyazaki Y.,0
Bulgaru M.,0
Alves C.,0
Marcinko P.,0
Burel C.,0
Makarova E.,0
Zvonareva V.,0
