Player,Second Serve Win %,num_matches
Novak Djokovic,0.6215272270871216,83
Rafael Nadal,0.5815727802075025,83
John Isner,0.5777398456808507,63
Roger Federer,0.5738555121954392,62
Marin Cilic,0.5698302533996826,39
Philipp Kohlschreiber,0.5660942813916138,60
Stan Wawrinka,0.5615092676464758,75
Nicolas Almagro,0.5538628752006223,65
Richard Gasquet,0.5500961451874414,73
Juan Martin del Potro,0.5490059683302737,68
Tommy Haas,0.5485553631145237,71
Kevin Anderson,0.5480294050502007,60
Jo-Wilfried Tsonga,0.5434667998676088,55
Yen Hsun Lu,0.541405333890625,35
Ivan Dodig,0.5413205052536519,60
Milos Raonic,0.5410055185229087,68
Fernando Verdasco,0.5399827132087034,53
Vasek Pospisil,0.5373622894667496,35
Roberto Bautista Agut,0.5365124086872012,48
David Ferrer,0.5342451484169387,87
Albert Ramos,0.5334747331274531,43
Feliciano Lopez,0.5321693352341946,50
Tomas Berdych,0.5316588753121096,80
Marcel Granollers,0.5308248390247899,51
Daniel Brands,0.5299319490946491,47
Tommy Robredo,0.5233144664619865,56
Andy Murray,0.5221705571502937,51
Kei Nishikori,0.5217737519745846,55
Juan Monaco,0.5216539270266989,48
Janko Tipsarevic,0.5194641060436146,44
Santiago Giraldo,0.5194161504352557,41
Lleyton Hewitt,0.5188434247297874,42
Marcos Baghdatis,0.5187022235037889,37
Denis Istomin,0.5160996009322636,62
Jarkko Nieminen,0.5158297878705129,59
Florian Mayer,0.5153801999548485,55
Grigor Dimitrov,0.5152616944737957,60
Bernard Tomic,0.5127462140487482,47
Jerzy Janowicz,0.512422959781659,47
Albert Montanes,0.5122585610834666,37
Alexandr Dolgopolov,0.5121964563521447,52
Carlos Berlocq,0.5101164460710504,54
Ernests Gulbis,0.5096767475506908,55
Mikhail Youzhny,0.5069999258207667,63
Igor Sijsling,0.5050027451178026,45
Edouard Roger-Vasselin,0.5040585949308284,49
Julien Benneteau,0.5031141472484489,52
Victor Hanescu,0.5009719908189186,44
Leonardo Mayer,0.5001898663249361,32
Alejandro Falla,0.5000554184138638,37
Dmitry Tursunov,0.4995791119734483,53
Jurgen Melzer,0.49871711793226514,52
Xavier Malisse,0.49862324489260507,32
Nikolay Davydenko,0.498392953561121,45
Ryan Harrison,0.49837601144099286,32
Paolo Lorenzi,0.4975758350851871,38
Gilles Simon,0.49657595566771073,60
Fabio Fognini,0.4963432470356189,69
Tobias Kamke,0.49450268859946567,39
Andreas Seppi,0.49358589096972266,59
Jeremy Chardy,0.49188662357645274,47
Evgeny Donskoy,0.4917065555876306,33
Horacio Zeballos,0.4909318404482499,38
Radek Stepanek,0.4903649032588542,33
Martin Klizan,0.4884749467329336,36
Sam Querrey,0.48667881213061,50
Gael Monfils,0.48627121018264763,55
Lukas Rosol,0.48300697038049495,50
Robin Haase,0.48211242908269997,56
Lukas Lacko,0.4809240277330775,31
Daniel Gimeno Traver,0.48086738328841433,41
Marinko Matosevic,0.4804354192746374,44
David Goffin,0.4794369728986602,34
Pablo Andujar,0.4755207232410754,49
Viktor Troicki,0.475442529314579,38
Guillermo Garcia Lopez,0.47313454619731315,42
Benoit Paire,0.47221268275176265,62
Joao Sousa,0.46506167786832076,30
Lukasz Kubot,0.4504947472435237,31
Grega Zemlja,0.4485373355186213,34
