Player,Ace Rate,num_matches
John Isner,0.2319546352170464,62
Ivo Karlovic,0.22578195155953665,35
Nick Kyrgios,0.19165865389704004,51
Gilles Muller,0.1860457694361347,50
Milos Raonic,0.17870795393806665,43
Kevin Anderson,0.17797393258730193,53
Sam Querrey,0.16833305337766388,59
Marin Cilic,0.15006553106163623,68
Jo-Wilfried Tsonga,0.13395271456962235,54
Feliciano Lopez,0.13141160220304432,49
Roger Federer,0.12656667476227781,60
Pierre Hugues Herbert,0.11804536526835972,30
Benoit Paire,0.11595850545053842,62
Juan Martin del Potro,0.11583098425500127,55
Marcos Baghdatis,0.11472256531834948,34
Alexander Zverev,0.11165842152163956,79
Jeremy Chardy,0.11134987359805892,40
Grigor Dimitrov,0.10830689374936545,68
Aljaz Bedene,0.10776745125755055,37
Lucas Pouille,0.10602891862139882,58
Jan Lennard Struff,0.10599866570151517,57
Denis Istomin,0.10416514511499113,35
Steve Johnson,0.10349199046018304,53
Gael Monfils,0.10329332478514874,34
Tomas Berdych,0.1031604799003166,54
Robin Haase,0.10049569796429027,58
Ryan Harrison,0.09913013594502121,43
Karen Khachanov,0.09479260613995354,57
Daniil Medvedev,0.09295517310203555,52
Alexandr Dolgopolov,0.09293905634194491,49
Dustin Brown,0.09056864188488997,30
Viktor Troicki,0.09005034996710282,53
Jared Donaldson,0.08941774039929598,47
Andreas Seppi,0.08760395809374341,36
Stan Wawrinka,0.08479611470707493,37
Mischa Zverev,0.08335865494918847,62
Jack Sock,0.0828993140081507,61
Bernard Tomic,0.08249311344060478,30
Nicolas Mahut,0.08197785917396601,34
Dominic Thiem,0.08148443689216965,75
Kyle Edmund,0.08106733334957988,60
Jiri Vesely,0.0793019395946245,50
David Goffin,0.07649345156179684,83
Jordan Thompson,0.07453697421328946,30
Borna Coric,0.07342236527252594,51
Philipp Kohlschreiber,0.0729147489385522,53
Andy Murray,0.07001853804035804,36
Pablo Cuevas,0.0688269673087148,41
Thomaz Bellucci,0.06842681469812022,34
Malek Jaziri,0.06811486684436241,37
Horacio Zeballos,0.06800265983317365,42
Andrey Kuznetsov,0.06533511069757243,36
Andrey Rublev,0.0632781606614004,39
Joao Sousa,0.061969619345016394,57
Thiago Monteiro,0.06176480852133981,37
Guido Pella,0.05814186339698373,35
Rogerio Dutra Silva,0.05812502273781627,31
Albert Ramos,0.057601260252211635,65
Adrian Mannarino,0.057083782163897936,60
Novak Djokovic,0.0568845601023617,41
Rafael Nadal,0.05681974474166194,81
Fernando Verdasco,0.056681294406489384,54
Donald Young,0.05656585765552049,47
Paolo Lorenzi,0.05489081551611686,60
Yuichi Sugita,0.05432429880505479,38
Hyeon Chung,0.05121826380647613,45
Pablo Carreno Busta,0.0511237810661482,63
Gilles Simon,0.04864698089400754,41
Dusan Lajovic,0.04790583489295609,40
Roberto Bautista Agut,0.046806395439269115,70
Richard Gasquet,0.04650172428701665,47
Mikhail Youzhny,0.04604408062160826,30
Fabio Fognini,0.04567841038607983,59
Steve Darcis,0.04471861333561445,41
Nikoloz Basilashvili,0.04109269063609954,52
Kei Nishikori,0.04092523094763438,44
Carlos Berlocq,0.04078374710915072,33
Diego Schwartzman,0.040773767688626276,67
Damir Dzumhur,0.03815032341215617,61
David Ferrer,0.034063406396924054,46
