Player,Second Serve Win %,num_matches
Roger Federer,0.5922866537705744,81
Andre Agassi,0.5699358246962349,50
Andy Roddick,0.5691185697831423,92
Marat Safin,0.5625823660844479,75
Fernando Verdasco,0.562571754856579,56
Carlos Moya,0.5586964901816938,79
Tim Henman,0.5551242135022129,66
Juan Carlos Ferrero,0.5517627308125592,39
Mario Ancic,0.550260387548734,51
Lleyton Hewitt,0.5477424574251483,86
Guillermo Canas,0.5476759699258369,62
Sjeng Schalken,0.5465732166704613,40
Cyril Saulnier,0.5449944567984922,51
Joachim Johansson,0.5444810379120032,57
Rafael Nadal,0.5442532024829491,48
Michael Llodra,0.5422647759616845,32
Ivan Ljubicic,0.5407012136766397,61
Sebastien Grosjean,0.5401556905745548,43
Rainer Schuettler,0.5393987114538118,59
Dominik Hrbaty,0.5393566749353833,69
Greg Rusedski,0.5370635939138716,42
Vincent Spadea,0.5359162806256544,69
Wayne Ferreira,0.535276966932856,31
Olivier Rochus,0.5335022778343425,43
Hicham Arazi,0.5329857489402073,34
David Nalbandian,0.5324251675684551,48
Wayne Arthurs,0.5319439415258717,35
Mariano Zabaleta,0.5300110394945322,48
Ivo Karlovic,0.527895924266089,44
Andrei Pavel,0.5273725533256539,59
Guillermo Coria,0.5260390111975726,54
Antony Dupuis,0.524794150198538,38
Thomas Johansson,0.5247014392935094,50
Mikhail Youzhny,0.5244649019438633,69
Hyung Taik Lee,0.5208218139923724,35
Florian Mayer,0.5204059747695245,38
Max Mirnyi,0.5198927144309745,53
Tommy Haas,0.5195825854962491,59
Martin Verkerk,0.5194628171431942,45
Arnaud Clement,0.5177425600208808,41
Nicolas Massu,0.5176370280087726,70
Igor Andreev,0.5170215269139609,57
Feliciano Lopez,0.5167638229948804,60
Agustin Calleri,0.5162778892260571,40
Robby Ginepri,0.5137803100603945,48
Xavier Malisse,0.5137061657508738,49
Robin Soderling,0.513683227925767,59
Paradorn Srichaphan,0.5120314618439825,74
Jonas Bjorkman,0.511788885607683,47
Felix Mantilla,0.5114828831945865,32
Raemon Sluiter,0.511197987634962,42
Fernando Gonzalez,0.5110587375960176,63
Fabrice Santoro,0.5098777739363586,34
Jiri Novak,0.509711824528638,64
Gustavo Kuerten,0.5089581843747667,36
Victor Hanescu,0.5081455332337778,44
Mardy Fish,0.5081412913129312,50
Luis Horna,0.5071922606108382,60
Albert Costa,0.5037283756972172,44
Jose Acasuso,0.501632081447087,34
Stefan Koubek,0.5013278182605482,50
Gaston Gaudio,0.5009798876288136,61
Tommy Robredo,0.5008316629790409,69
Alex Corretja,0.49941881140576094,32
Juan Ignacio Chela,0.4987910951481457,61
Nikolay Davydenko,0.49676378032999013,62
Jarkko Nieminen,0.4966483052568389,39
Taylor Dent,0.4945535815165272,57
David Ferrer,0.49405000551770717,60
Kenneth Carlsen,0.492959417037036,34
Alberto Martin,0.4924910071782146,49
Davide Sanguinetti,0.4922055979588359,31
Karol Beck,0.4917199004119439,44
Jurgen Melzer,0.4908158308543435,54
Gregory Carraz,0.48897708907013626,34
Radek Stepanek,0.4881500541027918,57
Sargis Sargsian,0.4858184389511721,44
Nicolas Kiefer,0.48499722754873253,57
Bohdan Ulihrach,0.48308882780510687,30
Filippo Volandri,0.4822175775253388,55
Jan Michael Gambill,0.4772417321229753,43
Tomas Berdych,0.47622654028622113,31
Thomas Enqvist,0.47006891268414513,35
Mark Philippoussis,0.4635015400079945,30
David Sanchez,0.46260573927023335,47
Flavio Saretta,0.4549917342124784,34
Irakli Labadze,0.4427372068749782,37
