Player,Second Serve Win %,num_matches
Rafael Nadal,0.5923333105659592,34
Stefanos Tsitsipas,0.5835431056284595,44
Milos Raonic,0.5688331158118853,33
Casper Ruud,0.5598761684158641,35
Andrey Rublev,0.5517063447327666,51
Daniil Medvedev,0.5509510874262823,38
Ugo Humbert,0.5466385516392701,36
Novak Djokovic,0.5412870175212351,46
John Millman,0.527034017791378,31
Daniel Evans,0.5268414580923274,33
Dominic Thiem,0.5259351267434124,34
Dusan Lajovic,0.5197705836285316,30
Adrian Mannarino,0.5183422548279824,31
Karen Khachanov,0.5115865977473665,35
Pablo Carreno Busta,0.5093634141119459,32
Felix Auger Aliassime,0.5077308533990316,42
Grigor Dimitrov,0.5073367801296126,30
Jannik Sinner,0.5052843048406642,31
Diego Schwartzman,0.5031031158048119,41
Jan Lennard Struff,0.49670749682738286,30
Denis Shapovalov,0.4942845091478628,32
Cristian Garin,0.4810987816934554,30
Alexander Zverev,0.4674449708832323,39
Alexander Bublik,0.4473915159685291,30
