Player,First Serve Win %,num_matches
Ivo Karlovic,0.8157797255127919,44
Andy Roddick,0.8115432593087016,92
Joachim Johansson,0.8097465089013159,57
Roger Federer,0.787742870990182,81
Greg Rusedski,0.7815864791602031,42
Nicolas Kiefer,0.7784196225653978,57
Sebastien Grosjean,0.7770380901709658,43
Martin Verkerk,0.7769303533709426,45
Wayne Arthurs,0.7759178468269999,35
Ivan Ljubicic,0.7742146579369589,61
Mardy Fish,0.7721930435345754,50
Mark Philippoussis,0.7721634393308037,30
Thomas Johansson,0.7717444216516868,50
Marat Safin,0.7715640175953693,75
Carlos Moya,0.7693742142720909,79
Feliciano Lopez,0.7690399820466869,60
Max Mirnyi,0.7658205388968574,53
Lleyton Hewitt,0.7644328398967786,86
Andre Agassi,0.7621175495845156,50
Jan Michael Gambill,0.7597129292937985,43
Mario Ancic,0.7587416359464703,51
Tommy Haas,0.7587098799976086,59
Michael Llodra,0.7586054350676501,32
Cyril Saulnier,0.7555201186449817,51
Raemon Sluiter,0.7554494822764761,42
Agustin Calleri,0.7539662017692703,40
Gregory Carraz,0.7507853097450715,34
Fernando Gonzalez,0.7453055138548584,63
Gustavo Kuerten,0.7438469245209873,36
Karol Beck,0.7434132264244662,44
Tim Henman,0.7424394425267078,66
Thomas Enqvist,0.7414972288709808,35
Guillermo Canas,0.7376714070159689,62
Arnaud Clement,0.736673775473743,41
Taylor Dent,0.7324809576747384,57
Paradorn Srichaphan,0.7308322198998831,74
Kenneth Carlsen,0.7304294585420015,34
Robin Soderling,0.7300321166792789,59
Radek Stepanek,0.729304668647528,57
Antony Dupuis,0.7291548281691336,38
Jurgen Melzer,0.7259465859620674,54
Tomas Berdych,0.7227601830096968,31
Jose Acasuso,0.7222474178782092,34
Mikhail Youzhny,0.7216740873110553,69
Nicolas Massu,0.7196466684668203,70
Xavier Malisse,0.716972058278303,49
Jiri Novak,0.716485630877128,64
Dominik Hrbaty,0.7161823197509022,69
Andrei Pavel,0.7161732015701806,59
Tommy Robredo,0.7152412660607728,69
Fernando Verdasco,0.7102996342291711,56
Mariano Zabaleta,0.7083191626554458,48
Jonas Bjorkman,0.7061600812400998,47
Juan Carlos Ferrero,0.7058847194728581,39
David Nalbandian,0.7007052132318188,48
Guillermo Coria,0.7005805562591919,54
Rainer Schuettler,0.7002308859979213,59
Luis Horna,0.6994587159429486,60
Nikolay Davydenko,0.6983895007619251,62
Wayne Ferreira,0.6963458077481887,31
Hyung Taik Lee,0.6944966716601936,35
Bohdan Ulihrach,0.6937719697142266,30
Fabrice Santoro,0.6931228134375383,34
Victor Hanescu,0.6927565528370159,44
Vincent Spadea,0.690606981074966,69
Florian Mayer,0.6904526151388701,38
Robby Ginepri,0.6889871026400333,48
Igor Andreev,0.6875679378395729,57
Gaston Gaudio,0.685711154569523,61
Rafael Nadal,0.6837946549033429,48
Alex Corretja,0.682989421129182,32
Felix Mantilla,0.6811548346561608,32
Irakli Labadze,0.6798763229669088,37
Sargis Sargsian,0.6781878553786532,44
Hicham Arazi,0.6779364961508759,34
Jarkko Nieminen,0.6775772491452656,39
Flavio Saretta,0.674070907553373,34
Alberto Martin,0.6698943863901068,49
Albert Costa,0.6692771037680381,44
Juan Ignacio Chela,0.6679484835226199,61
David Sanchez,0.6665252375627747,47
Davide Sanguinetti,0.6649837046453059,31
Stefan Koubek,0.6593762495707328,50
Olivier Rochus,0.6578571464375567,43
Sjeng Schalken,0.6560927405313215,40
Filippo Volandri,0.6517298551740047,55
David Ferrer,0.6416840456976325,60
